Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq7165,0.152522,0.023465,0.011732,0.023465,0.000000,0.046930,0.070395,0.129057,0.023465,0.058662,0.117325,0.035197,0.011732,0.000000,0.000000,0.082127,0.058662,0.000000,0.000000,0.093860,-0.002631,-0.002009,-0.003439,-0.001881,0.003535,0.004215,0.000219,0.003646,-0.002918,-0.001928,-0.004782,-0.005790,0.000354,-0.000210,0.000690,0.003706,0.002931,0.005982,-0.001547,0.000601,-0.000088,0.003367,0.008990,0.010926,-0.005027,0.004548,-0.002889,-0.002399,-0.001586,0.002754,0.000951,0.003410,-0.003042,-0.000899,-0.002322,-0.003416,0.003184,-0.003056,0.004458,0.007218,-0.000530,0.001800,-0.002132,0.001648,0.006585,0.010574,0.004814,0.003613,-0.004357,0.006982,-0.001797,-0.002964,-0.001971,-0.001792,0.009263,0.013505,-0.001468,0.004708,-0.004720,-0.004187
seq7166,0.037217,0.024812,0.037217,0.037217,0.037217,0.062029,0.000000,0.074435,0.037217,0.049623,0.086841,0.074435,0.037217,0.099247,0.086841,0.074435,0.037217,0.012406,0.037217,0.049623,-0.000351,0.000502,0.005123,0.005991,-0.011213,-0.009422,-0.007478,-0.004308,0.003871,0.004162,-0.001027,-0.000182,0.009714,0.006865,-0.003711,-0.009222,0.006402,0.005944,-0.006641,-0.005026,-0.004584,-0.002403,0.003783,0.003553,0.000345,0.004533,0.007476,0.007608,0.003933,0.007645,-0.000470,0.003554,0.007121,0.008504,-0.001883,-0.001735,-0.000732,0.000741,-0.008301,-0.004632,0.000797,-0.003008,-0.000211,0.000884,-0.006563,-0.006313,0.008957,0.004916,-0.002355,-0.003443,0.013622,0.008943,-0.004268,-0.004573,-0.006366,-0.005013,-0.007690,0.001374,-0.003477,-0.002724
seq7167,0.039221,0.039221,0.039221,0.039221,0.000000,0.130737,0.065369,0.078442,0.026147,0.039221,0.130737,0.039221,0.026147,0.052295,0.039221,0.065369,0.130737,0.000000,0.000000,0.065369,0.001585,0.011754,-0.002132,-0.004486,-0.002673,-0.006732,0.001611,-0.001611,-0.004085,-0.009615,-0.008257,-0.009195,0.000292,0.001542,-0.003471,-0.006738,0.000455,-0.009136,-0.002257,-0.005966,0.001136,-0.002183,0.003627,-0.003256,-0.000319,0.003777,0.005285,0.013479,-0.001189,0.006386,0.005579,0.004428,0.005802,0.008746,-0.001713,0.010594,-0.007734,-0.003072,-0.007330,-0.010468,0.007245,-0.002866,-0.004080,-0.005211,-0.001646,-0.007799,0.003290,-0.008177,0.006675,0.005278,0.006312,0.004749,0.000389,0.001444,-0.000833,-0.003220,-0.000260,-0.007172,-0.003613,-0.008863
seq7168,0.086901,0.024829,0.111729,0.012414,0.024829,0.024829,0.049657,0.074486,0.000000,0.012414,0.111729,0.012414,0.062072,0.049657,0.074486,0.099315,0.086901,0.000000,0.024829,0.049657,0.000204,-0.000361,-0.004224,-0.002896,0.000477,-0.001033,-0.000608,0.000421,0.000353,0.000122,-0.001190,-0.001576,0.005503,0.006808,0.004365,0.004180,0.003822,0.002311,0.000325,0.001359,-0.001683,-0.000523,-0.004332,-0.001884,-0.002191,-0.008038,0.000345,0.002416,0.003286,0.005391,0.002485,0.001485,0.002838,0.004086,0.001476,0.001377,-0.004028,-0.003414,0.000812,0.001810,-0.007188,-0.010572,-0.001195,0.002008,0.005741,0.004700,0.000237,0.002840,0.000015,0.001039,0.001574,0.000663,-0.004511,-0.004107,-0.012349,-0.010132,0.001498,0.002799,0.004313,0.009403
seq7169,0.020294,0.050736,0.010147,0.050736,0.000000,0.020294,0.111619,0.081177,0.020294,0.050736,0.091324,0.101472,0.010147,0.030441,0.030441,0.010147,0.040589,0.010147,0.010147,0.060883,0.001550,-0.002276,0.001373,-0.005129,0.016782,0.005431,-0.001504,-0.007403,-0.000694,-0.004113,0.022122,0.012019,0.011163,-0.000583,0.002436,-0.001888,0.007590,-0.000078,0.004844,-0.000951,-0.009269,-0.007967,0.018218,0.007217,0.016962,0.010051,0.002551,-0.002005,0.016864,0.010391,0.012272,-0.000893,-0.015053,-0.020152,0.011878,0.002268,0.013769,0.004239,0.003821,-0.000137,0.013173,0.008516,0.001009,-0.007001,-0.002235,-0.004476,0.002710,0.003471,0.002325,-0.001222,0.003064,-0.002015,0.009313,0.007479,0.020290,0.007773,-0.011780,-0.005855,0.002837,0.005135
seq7170,0.160941,0.061900,0.000000,0.049520,0.012380,0.049520,0.037140,0.074281,0.012380,0.049520,0.173321,0.024760,0.012380,0.012380,0.111421,0.049520,0.037140,0.024760,0.012380,0.024760,0.001471,0.001389,0.000990,-0.000874,-0.007391,-0.004040,-0.005350,-0.006989,-0.002762,-0.000302,-0.004011,0.000782,-0.000609,-0.002745,-0.001687,-0.002702,0.000759,0.003103,-0.001478,-0.003105,-0.002127,-0.003860,0.010236,0.007848,0.006448,0.008210,-0.001464,0.000593,-0.001592,-0.007087,-0.004683,-0.001375,-0.000560,0.004691,0.001837,0.007342,-0.005070,0.000535,0.000020,-0.001903,0.007636,0.013655,-0.002855,-0.000981,-0.007229,-0.013050,-0.008502,-0.002979,0.004817,-0.003079,0.004394,0.011021,0.010861,0.013900,-0.000171,0.001432,-0.004476,-0.003100,0.000635,0.005178
seq7171,0.061666,0.073999,0.000000,0.049333,0.012333,0.036999,0.024666,0.098665,0.049333,0.036999,0.123331,0.086332,0.024666,0.036999,0.049333,0.123331,0.024666,0.000000,0.000000,0.073999,0.005545,0.002124,-0.005864,-0.008399,0.000635,-0.003183,-0.000279,-0.001002,0.002446,0.002496,-0.003030,-0.004144,-0.001654,0.001621,0.001048,-0.003646,-0.004642,-0.015495,0.003931,0.000023,0.000970,-0.004949,0.001794,0.001022,0.007907,0.003842,-0.001680,-0.008403,-0.006167,-0.008184,0.008810,0.008006,0.000706,-0.000468,0.004354,0.008129,0.005308,0.000175,-0.002994,-0.002509,-0.000805,-0.004661,0.000765,0.000587,0.003824,0.004879,-0.003424,-0.007434,-0.006801,-0.002815,0.006020,0.007263,0.005182,-0.000648,-0.000808,-0.003107,0.009260,0.002696,0.008851,0.010323
seq7172,0.113899,0.025311,0.075933,0.063277,0.000000,0.050622,0.075933,0.075933,0.025311,0.075933,0.075933,0.037966,0.012655,0.000000,0.025311,0.050622,0.063277,0.012655,0.025311,0.126555,0.000211,-0.000679,-0.007189,-0.003704,-0.004092,-0.004017,0.004308,0.004940,0.000793,0.003484,0.001302,-0.001481,-0.003627,-0.007050,0.001619,0.001721,-0.002317,0.002940,-0.005085,-0.006112,-0.002680,-0.003018,0.002375,-0.006829,-0.003104,-0.004315,-0.000802,-0.002839,0.001242,0.001600,-0.003064,-0.001693,-0.001551,-0.002941,-0.000178,0.002378,0.005915,0.004842,0.006130,0.007944,-0.003574,-0.008789,0.010110,0.012175,0.009691,0.011954,-0.001197,-0.004968,0.003173,-0.001035,-0.004251,-0.003359,0.003892,0.006866,-0.007620,-0.004045,0.000494,-0.004871,0.004115,-0.006578
seq7173,0.173354,0.049530,0.000000,0.086677,0.000000,0.012382,0.086677,0.037147,0.061912,0.061912,0.123824,0.024765,0.024765,0.024765,0.049530,0.061912,0.037147,0.024765,0.000000,0.049530,0.003038,0.001823,0.002071,-0.006463,-0.006071,-0.001582,-0.009415,-0.006428,-0.008762,-0.006799,-0.002319,0.003140,0.002972,0.008205,0.002363,0.001120,0.004105,0.002094,0.002788,0.007812,-0.001428,-0.010261,-0.003482,-0.005057,0.011078,0.010572,0.005932,0.007738,0.003057,-0.004968,0.004405,0.005794,-0.002512,-0.003314,0.003059,0.000236,-0.011599,-0.002168,-0.004480,0.005118,0.001516,0.004434,0.005660,-0.000155,-0.000724,-0.002530,0.009230,-0.004386,0.001618,0.000192,0.012340,0.014740,-0.001765,-0.001426,-0.007656,-0.003852,-0.012242,-0.001090,-0.000827,-0.005082
seq7174,0.088328,0.012618,0.050473,0.012618,0.000000,0.012618,0.113565,0.088328,0.025237,0.050473,0.050473,0.075710,0.037855,0.037855,0.025237,0.100946,0.100946,0.025237,0.025237,0.075710,0.007410,0.003704,-0.006443,-0.006840,-0.007312,-0.006230,0.001624,0.002293,0.005708,0.004963,0.004147,-0.000737,-0.011943,-0.010252,-0.005610,-0.002655,0.007469,0.006223,0.004827,0.004222,0.008304,0.005755,-0.002144,-0.001548,-0.016236,-0.011662,-0.002141,0.001730,0.003184,0.000272,-0.001943,-0.001370,-0.000025,0.001440,-0.006248,-0.004460,-0.005644,-0.001892,0.009121,0.010480,0.000098,-0.005158,-0.002840,-0.002583,0.006801,0.002939,0.002017,0.004011,-0.000490,-0.003001,0.000427,-0.003578,-0.003917,-0.002800,0.006163,0.009004,0.010919,0.005289,-0.007482,-0.004822
seq7175,0.052159,0.052159,0.143438,0.052159,0.013040,0.026080,0.052159,0.091278,0.000000,0.091278,0.078239,0.039119,0.013040,0.013040,0.026080,0.078239,0.065199,0.013040,0.091278,0.052159,0.008327,-0.001978,-0.002685,0.004486,-0.012602,-0.009101,-0.012553,-0.007338,-0.001286,-0.007685,0.000041,-0.006086,0.002768,-0.003476,0.000399,0.008395,0.000925,-0.002664,-0.000857,-0.000171,-0.002592,0.000068,-0.003128,0.009923,-0.005652,-0.009593,-0.000435,0.001174,-0.000317,-0.013163,0.006750,0.007962,0.001294,-0.008687,0.010906,0.004106,0.002889,0.003036,-0.000440,0.005522,-0.005766,0.000194,-0.012698,-0.007479,-0.002603,0.001841,0.002126,0.009861,0.012537,-0.000417,0.009951,0.005829,-0.003172,-0.008253,-0.000093,0.012387,-0.012396,-0.012095,-0.002163,0.002746
seq7176,0.044808,0.078413,0.044808,0.078413,0.000000,0.067211,0.044808,0.011202,0.011202,0.022404,0.123221,0.078413,0.022404,0.033606,0.000000,0.100817,0.044808,0.011202,0.000000,0.078413,0.007676,0.000451,0.006573,-0.009053,0.017194,0.026884,0.002695,0.009805,0.000881,-0.007485,0.006964,0.011087,0.003728,0.013994,0.002515,-0.001798,0.010617,0.009850,0.003442,0.006552,0.008429,0.002969,0.001242,-0.001059,0.006288,0.003738,-0.003429,-0.006476,0.002305,-0.003373,-0.000566,0.004595,0.003764,-0.000412,-0.005521,-0.013825,-0.004236,-0.002022,0.007039,0.001915,-0.008030,-0.015918,0.002280,-0.001888,0.002948,0.002567,0.000987,-0.008856,-0.001188,-0.007246,0.004963,-0.000848,0.005732,-0.007883,0.009094,-0.000119,0.008909,0.000526,0.001424,-0.007545
seq7177,0.062817,0.062817,0.017948,0.035896,0.008974,0.026922,0.107687,0.089739,0.008974,0.017948,0.044869,0.044869,0.017948,0.000000,0.026922,0.062817,0.017948,0.000000,0.035896,0.026922,0.008963,0.007657,0.007460,0.005846,0.008224,0.002757,0.004360,-0.003819,0.017094,0.011497,0.005705,0.003110,0.003752,0.001299,0.007007,0.003058,0.008178,-0.001859,0.007475,-0.001246,0.000430,-0.005583,0.002358,-0.002518,0.009586,0.003496,0.013722,0.005542,0.013312,0.005728,0.007789,-0.003187,0.005327,-0.006559,0.013518,0.004151,0.013174,0.002027,0.011278,0.004207,0.011927,0.002334,0.005020,-0.004691,0.009186,-0.000701,0.004976,-0.001285,0.009762,-0.002021,0.006480,0.002192,0.006979,-0.000945,0.008071,0.008978,0.004002,0.000210,0.007705,-0.000409
seq7178,0.042530,0.042530,0.085060,0.056707,0.028353,0.028353,0.028353,0.070883,0.056707,0.056707,0.070883,0.070883,0.028353,0.042530,0.070883,0.099237,0.099237,0.028353,0.056707,0.070883,0.002608,0.010226,0.008819,0.008865,0.003819,0.003866,0.004501,0.004860,0.000927,-0.001352,0.002034,0.005679,-0.000075,0.002846,0.000139,-0.001902,-0.011358,-0.013431,0.004682,-0.001502,-0.010662,-0.011738,0.005083,-0.005748,-0.008429,-0.013220,0.004562,-0.000753,-0.001704,-0.006420,-0.008782,-0.006968,-0.002010,0.000540,-0.003721,-0.001820,-0.008206,-0.005240,-0.000034,0.003038,-0.007687,-0.001754,0.000716,-0.005840,-0.011834,-0.013520,0.003836,-0.003348,-0.005592,-0.009026,-0.003163,-0.001198,-0.000107,0.001291,-0.003418,0.003901,-0.010108,-0.013134,0.002525,-0.008694
seq7179,0.035466,0.035466,0.035466,0.023644,0.035466,0.023644,0.094576,0.094576,0.059110,0.059110,0.082754,0.070932,0.035466,0.011822,0.059110,0.035466,0.070932,0.011822,0.011822,0.059110,0.005501,-0.003004,0.007245,0.005250,0.001709,-0.000584,0.006101,0.001946,0.001842,0.005391,0.002067,-0.000056,0.007204,0.006380,0.001814,-0.001647,0.004167,0.003882,-0.002649,-0.004901,-0.001444,-0.001917,-0.001674,0.006063,0.005600,0.002685,-0.001999,-0.005524,0.005540,0.003132,-0.002468,-0.001594,0.002457,0.005366,0.002415,-0.000732,0.005463,0.010432,-0.002991,-0.007551,-0.001368,-0.004350,0.003520,-0.004577,-0.007466,-0.005274,0.001937,0.007124,0.000402,0.002079,-0.001464,0.000575,-0.002545,-0.008714,0.007766,0.010370,-0.004827,-0.002357,-0.004923,-0.000584
seq7180,0.075302,0.025101,0.050201,0.075302,0.025101,0.050201,0.062751,0.075302,0.050201,0.037651,0.138053,0.025101,0.037651,0.025101,0.000000,0.125503,0.012550,0.012550,0.050201,0.050201,0.001221,0.006532,0.001524,-0.004853,0.000624,0.004109,0.000179,0.001223,-0.007025,-0.011192,0.002495,-0.001311,-0.009197,-0.006069,-0.014281,-0.014700,-0.000853,-0.005592,0.000812,0.004314,0.002442,-0.004514,0.002230,-0.000237,0.003822,0.011776,-0.006831,0.003844,0.006162,0.001637,0.003379,0.003990,0.003287,0.003561,-0.006050,-0.006035,-0.008892,-0.006526,-0.004811,-0.003050,0.004120,0.001355,0.004465,0.001633,0.006271,0.004862,-0.002094,0.000692,0.003926,0.004384,0.005245,0.005542,0.010268,0.004469,0.001034,0.001746,0.002662,0.000695,-0.011062,-0.001377
seq7181,0.128383,0.077030,0.012838,0.012838,0.000000,0.038515,0.064191,0.115544,0.012838,0.012838,0.128383,0.077030,0.012838,0.038515,0.025677,0.077030,0.051353,0.000000,0.012838,0.128383,-0.000849,-0.001185,0.001613,-0.003211,0.003681,0.005380,-0.007891,-0.005957,-0.012835,-0.015254,0.005415,0.002356,-0.002834,-0.002026,0.005514,0.005634,0.005592,0.009003,-0.001729,-0.008858,0.000529,0.002930,0.001058,0.006573,-0.004146,-0.010056,-0.000422,-0.002957,0.005207,0.008824,-0.008290,-0.013484,-0.002524,-0.002635,0.007933,0.006496,-0.002347,0.003061,-0.000449,-0.003802,0.006128,0.001313,-0.001717,-0.004202,-0.004343,-0.001279,0.009460,0.010151,-0.002484,-0.004043,0.001119,0.003573,0.006398,0.008456,0.003923,0.003686,-0.009543,-0.016321,-0.004829,-0.005565
seq7182,0.048608,0.048608,0.048608,0.072912,0.012152,0.012152,0.048608,0.109369,0.012152,0.072912,0.109369,0.048608,0.036456,0.036456,0.012152,0.097217,0.072912,0.012152,0.012152,0.048608,0.003847,0.005415,-0.005761,-0.017587,-0.002923,-0.002887,-0.001383,-0.003575,-0.012152,-0.014035,-0.003671,-0.003340,0.016245,0.017771,0.013362,0.011275,0.000558,0.002339,0.002113,0.003450,-0.004033,-0.004114,-0.006817,-0.008523,-0.001496,-0.004380,0.004322,0.002927,0.008915,0.003969,0.000036,0.005093,0.009046,0.012673,-0.000474,-0.004522,-0.009925,-0.014617,0.000754,-0.001039,0.002757,0.004581,0.001913,-0.000124,0.004023,0.003736,-0.002525,0.001771,-0.002268,-0.006467,-0.007858,-0.008939,0.010380,0.010780,0.005023,0.000918,-0.002223,-0.005337,0.011535,0.009304
seq7183,0.052786,0.079179,0.052786,0.065983,0.000000,0.026393,0.039590,0.039590,0.039590,0.052786,0.131966,0.092376,0.013197,0.026393,0.065983,0.092376,0.026393,0.000000,0.039590,0.118769,-0.001885,-0.003369,0.010035,0.006866,-0.003465,-0.010278,0.004608,0.003332,-0.001566,-0.004861,0.005360,0.000632,0.002820,0.000982,-0.003357,-0.007393,0.003009,-0.002599,-0.009954,-0.007229,0.002855,-0.001680,-0.014042,-0.017986,0.002989,-0.001822,-0.003260,-0.005666,0.009186,0.009265,0.000914,0.003380,0.007702,0.013826,0.007465,0.009256,-0.004361,-0.007757,0.007491,0.012811,-0.004629,-0.005709,0.011352,0.006053,-0.006748,-0.006058,0.006276,0.003714,-0.013208,-0.021753,0.009647,0.002272,-0.014627,-0.008716,0.001769,-0.004488,-0.012970,-0.013835,0.001754,0.001920
seq7184,0.100416,0.075312,0.012552,0.037656,0.025104,0.025104,0.025104,0.100416,0.037656,0.012552,0.100416,0.012552,0.012552,0.025104,0.075312,0.188280,0.025104,0.012552,0.025104,0.075312,0.001031,0.003035,-0.006458,-0.003417,-0.004581,-0.003538,0.002962,-0.002736,-0.002652,-0.007759,-0.000806,-0.001481,-0.009359,-0.013475,0.001670,0.008641,0.009892,0.018059,-0.003424,-0.002969,-0.007356,-0.002807,0.000755,-0.000634,0.006555,0.002628,-0.000268,-0.004857,-0.006908,-0.005064,-0.002671,-0.004054,0.008333,0.013885,0.008310,0.014009,-0.007243,-0.007192,-0.006134,-0.009545,0.008195,0.006727,0.007738,0.002826,-0.003055,-0.009865,-0.009010,-0.006189,-0.005044,-0.009660,0.008361,0.006123,0.007743,0.008908,-0.006924,-0.009180,0.005400,0.005222,0.005868,0.009283
seq7185,0.011236,0.067414,0.044943,0.044943,0.022471,0.033707,0.067414,0.044943,0.033707,0.056179,0.056179,0.056179,0.011236,0.033707,0.033707,0.134829,0.078650,0.000000,0.011236,0.056179,0.003053,0.008651,0.007303,0.007596,0.003229,0.006553,0.005550,-0.005476,0.002143,-0.000832,-0.004062,-0.005391,0.007532,0.007171,0.002253,0.006665,0.009390,0.008507,0.002282,0.003893,-0.003440,-0.008649,-0.002260,-0.007992,0.002482,0.002531,-0.000248,-0.003491,0.002158,-0.001350,0.004466,0.007295,0.007068,0.005249,0.007716,0.001823,0.005720,-0.002636,-0.001029,-0.010812,0.003461,0.001283,-0.004118,-0.009742,0.006199,0.004073,0.000886,0.004609,0.003417,0.001350,0.004303,0.003513,0.000775,-0.002252,0.000118,-0.002563,-0.008719,-0.008210,0.011199,0.010951
seq7186,0.112756,0.025057,0.087699,0.062642,0.025057,0.025057,0.062642,0.025057,0.012528,0.037585,0.075170,0.100227,0.012528,0.037585,0.025057,0.100227,0.062642,0.012528,0.062642,0.037585,-0.003920,-0.003091,-0.013995,-0.008909,0.014737,0.004976,0.005855,0.004156,-0.016940,-0.019722,-0.004332,-0.004610,0.012174,0.009661,-0.004001,-0.007654,-0.007332,0.002629,0.013561,0.008605,0.006971,0.005288,-0.013618,-0.012867,0.019097,0.009362,0.005009,-0.001228,-0.012420,-0.004519,0.010870,0.007837,0.009440,0.006947,-0.006028,-0.005181,-0.006957,-0.007695,-0.001288,0.000151,0.002989,-0.003659,-0.002606,-0.003506,-0.007095,-0.007685,0.014821,0.013121,0.000791,0.006603,0.002162,0.000083,-0.001002,-0.002473,0.002698,0.004020,0.011670,0.005173,-0.012286,-0.017113
seq7187,0.072824,0.048549,0.012137,0.084961,0.024275,0.060686,0.060686,0.036412,0.000000,0.072824,0.097098,0.072824,0.024275,0.084961,0.036412,0.133510,0.024275,0.000000,0.012137,0.012137,0.001534,-0.004404,-0.006354,-0.013839,0.001166,0.003297,-0.006202,-0.003855,-0.004343,-0.011768,0.005786,0.009025,0.005019,0.002550,-0.000511,-0.007091,0.008474,0.006369,0.002987,0.001416,0.014013,0.007939,-0.002383,-0.004480,-0.003339,-0.006791,-0.002136,-0.001521,0.002401,0.001771,0.007347,0.000283,0.006618,0.007796,0.008345,-0.003665,-0.005398,-0.010542,0.004656,0.005640,0.000675,0.010683,-0.001091,-0.008920,0.011709,0.004756,0.009451,0.006048,-0.002817,-0.005420,-0.000396,-0.003606,0.007723,0.012124,0.001502,-0.003800,-0.005075,-0.006596,-0.006878,-0.006863
seq7188,0.101289,0.063306,0.025322,0.075967,0.000000,0.101289,0.050645,0.037983,0.037983,0.101289,0.101289,0.000000,0.012661,0.037983,0.101289,0.063306,0.037983,0.000000,0.012661,0.050645,0.003450,-0.003882,0.000224,-0.003361,0.000297,-0.006797,0.004355,-0.001648,0.002010,0.004307,0.006068,0.005795,0.005691,0.010989,0.001361,0.001974,-0.007199,-0.003943,-0.004411,-0.009024,0.003214,0.007531,-0.000355,-0.003441,-0.004946,-0.005743,-0.009203,-0.013594,-0.002492,0.001435,-0.003725,0.002943,0.002029,0.001787,0.001432,0.004797,-0.002908,-0.014408,-0.007500,-0.001079,-0.005597,-0.009611,0.002132,0.005650,0.006864,0.000330,0.000048,0.003604,0.002360,0.005138,0.000895,0.004362,0.002122,0.000533,-0.004654,-0.007496,0.009651,-0.000376,0.008554,0.000573
seq7189,0.058564,0.035138,0.011713,0.023426,0.035138,0.035138,0.035138,0.093702,0.046851,0.035138,0.117128,0.023426,0.023426,0.058564,0.046851,0.070277,0.081990,0.011713,0.000000,0.093702,0.002363,0.005391,-0.004139,-0.001540,-0.001663,-0.000250,0.000972,0.001825,0.001335,0.006520,-0.011525,-0.009310,-0.000300,0.004617,0.005806,0.009943,0.003450,0.002340,0.000136,0.003116,-0.000833,0.000401,0.001550,0.005514,0.003595,0.002060,-0.002790,-0.001093,-0.004477,-0.000542,-0.000710,0.002682,0.002771,0.006238,-0.000007,0.006796,-0.005982,-0.004541,-0.000041,0.004606,0.004092,0.004890,0.000264,-0.004503,-0.006264,0.000503,0.000704,0.001131,0.006657,0.009470,0.003838,0.006435,-0.002142,-0.005845,0.000455,0.006913,0.000816,-0.007078,0.002887,0.005472
seq7190,0.123262,0.061631,0.036979,0.061631,0.024652,0.012326,0.024652,0.036979,0.036979,0.073957,0.049305,0.098610,0.036979,0.036979,0.012326,0.073957,0.036979,0.024652,0.049305,0.073957,0.001578,0.000841,-0.001268,0.006646,-0.001394,0.002638,-0.002351,-0.003669,0.005295,0.008913,0.001270,-0.000433,-0.018007,-0.012725,-0.006094,0.001562,0.005343,0.005043,0.010237,0.008670,-0.000253,-0.000086,0.007687,-0.001277,0.008842,0.008656,-0.001732,-0.007858,0.016440,0.009981,-0.005553,-0.013215,-0.001616,-0.008199,0.002026,0.004166,-0.011889,-0.016047,-0.008803,-0.004941,0.005643,0.004396,0.003744,0.000370,-0.001504,0.004923,-0.005801,-0.012906,0.003742,0.001175,0.012292,0.000857,0.003878,0.001071,0.006140,0.004998,-0.012212,-0.015060,0.010929,0.008802
seq7191,0.026125,0.065312,0.052249,0.065312,0.000000,0.026125,0.065312,0.039187,0.026125,0.052249,0.078374,0.078374,0.026125,0.091436,0.091436,0.065312,0.039187,0.013062,0.052249,0.091436,-0.003380,-0.002612,-0.014851,-0.018248,0.017309,0.016094,0.003230,-0.001331,-0.008586,-0.002451,0.007913,0.011594,0.003592,-0.005091,-0.001275,-0.004402,-0.003105,0.001253,-0.001408,-0.001010,-0.008671,-0.011036,-0.000224,0.001997,0.002266,-0.002971,-0.014969,-0.018615,0.006431,0.016773,0.014512,0.011237,-0.009594,-0.023011,-0.006068,-0.001836,0.004530,0.004559,0.002680,-0.007910,-0.000618,0.002695,-0.001099,-0.008670,0.003776,-0.000987,0.001230,0.004476,-0.003994,-0.006784,0.001193,-0.001568,-0.002452,0.000761,0.008080,0.001215,0.008246,0.008545,-0.008085,-0.004264
seq7192,0.091709,0.114636,0.011464,0.022927,0.000000,0.045854,0.045854,0.091709,0.000000,0.000000,0.171954,0.000000,0.011464,0.000000,0.126099,0.114636,0.034391,0.022927,0.000000,0.011464,-0.005068,-0.008591,-0.004638,-0.005642,0.008034,0.002293,0.009580,0.006109,0.000931,-0.002845,-0.002976,-0.013783,0.009723,0.007532,0.002931,0.008309,0.006119,0.004788,-0.006077,-0.009413,0.004512,0.005009,0.009678,0.013207,0.000674,-0.001864,-0.003376,-0.006564,0.004691,0.001634,0.007642,0.007740,-0.001390,-0.001007,0.006408,0.000131,-0.003424,-0.005638,0.007709,0.007519,0.006271,0.009396,-0.006533,-0.013747,0.004827,0.000746,0.007717,0.010895,-0.001339,-0.004838,-0.000244,-0.002096,0.003301,-0.001852,0.002492,0.006706,0.005343,0.009921,-0.001178,-0.013482
seq7193,0.146265,0.048755,0.000000,0.036566,0.012189,0.036566,0.097510,0.097510,0.012189,0.036566,0.085321,0.012189,0.024378,0.000000,0.121888,0.097510,0.048755,0.024378,0.000000,0.036566,-0.001427,-0.004709,0.002723,0.000510,0.003048,0.000808,0.003574,0.007403,-0.000194,0.000540,-0.003368,-0.001447,0.001697,0.002287,0.003125,-0.000050,0.004970,-0.000034,-0.003999,-0.005754,0.000540,0.005858,0.004265,0.004906,-0.003768,-0.013148,0.003641,0.003486,-0.002867,-0.001259,0.010241,0.004139,0.002204,-0.005981,0.004961,0.002815,0.004809,0.001676,0.000629,-0.005052,0.001142,-0.000565,-0.005321,-0.002368,-0.003104,-0.002101,-0.006284,-0.007885,-0.006198,-0.012694,0.010015,0.008391,0.004030,0.001820,0.008689,0.003339,-0.001175,-0.007463,0.008596,0.002237
seq7194,0.067971,0.033985,0.011328,0.079299,0.000000,0.079299,0.022657,0.056642,0.011328,0.022657,0.101956,0.101956,0.011328,0.011328,0.033985,0.101956,0.067971,0.011328,0.011328,0.067971,0.001929,0.003560,0.000689,0.000825,0.005025,0.001630,0.000593,-0.005204,0.003600,0.001240,0.001422,-0.001730,0.010161,0.005800,0.000447,-0.005643,-0.006397,-0.010514,0.001451,-0.001747,0.000000,-0.007050,0.006892,-0.000317,-0.004196,-0.004188,0.000846,0.002690,0.001199,0.004031,0.000557,-0.003976,0.001298,0.003767,0.006840,0.005962,0.005222,0.002294,0.002746,0.003055,0.000380,-0.001744,0.006735,0.007652,0.004284,0.004933,0.010026,0.002759,0.005991,0.009020,0.004202,0.000185,-0.001851,0.000174,0.006703,0.002769,0.007134,0.003330,-0.004985,-0.008782
