Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq260,0.037924,0.050566,0.012641,0.037924,0.012641,0.037924,0.126415,0.088490,0.037924,0.050566,0.126415,0.037924,0.025283,0.025283,0.037924,0.075849,0.075849,0.000000,0.012641,0.101132,-0.006613,-0.005979,-0.009079,-0.014053,-0.002236,-0.004903,0.007999,0.003644,0.014146,0.009249,-0.014028,-0.009103,-0.003145,-0.008698,0.008431,0.013987,0.003373,-0.004365,-0.000884,-0.004058,-0.001146,0.001268,0.000542,0.004443,0.008181,0.007174,-0.000970,-0.010009,0.006018,0.005979,-0.006142,-0.006222,0.004242,-0.000275,0.006578,0.001995,-0.002509,-0.004943,0.000621,-0.002986,-0.007822,0.001318,0.009877,0.005298,-0.002406,0.003312,-0.011461,-0.011600,-0.002779,-0.001149,0.006061,0.007825,0.007702,0.012401,-0.000351,-0.009820,-0.002037,-0.006657,0.003271,0.002175
seq261,0.150348,0.025058,0.000000,0.037587,0.012529,0.037587,0.025058,0.025058,0.000000,0.037587,0.087703,0.112761,0.050116,0.000000,0.162877,0.075174,0.037587,0.000000,0.000000,0.125290,-0.003989,-0.006803,0.001237,0.000805,-0.000313,-0.001263,-0.001905,-0.006637,0.002052,-0.003087,-0.000366,-0.000431,0.005560,0.001961,0.002682,0.003798,-0.000145,-0.003527,0.002901,0.000846,0.000386,0.000083,-0.003441,-0.004300,0.000269,-0.000746,-0.000907,0.000995,0.000033,0.002802,-0.005745,-0.008178,0.009532,0.016057,0.003248,0.004390,-0.002454,-0.000803,-0.003129,-0.000837,0.000996,-0.003929,0.001709,0.000537,-0.003729,-0.009616,-0.000846,-0.002727,0.005504,0.007138,-0.001968,-0.003691,-0.001995,-0.002457,0.008023,0.009483,-0.006073,-0.006035,0.002171,0.004550
seq262,0.118236,0.078824,0.078824,0.039412,0.000000,0.013137,0.118236,0.039412,0.000000,0.039412,0.078824,0.052549,0.013137,0.052549,0.013137,0.065687,0.065687,0.000000,0.013137,0.078824,-0.002063,-0.002471,-0.005551,-0.003726,0.007974,0.002418,0.007945,-0.002690,-0.001289,-0.001827,0.003232,-0.003533,0.004004,-0.002940,0.005885,0.001519,0.004589,-0.003815,0.002313,-0.005471,-0.003768,-0.006136,0.008561,0.008160,-0.002666,-0.010348,0.002186,-0.002685,0.008266,0.004282,0.010610,0.002411,-0.007904,-0.005976,0.005520,0.003535,0.007876,0.004892,0.015664,0.009951,0.001535,-0.006101,-0.000340,0.000190,0.005066,0.006836,0.018816,0.014007,-0.004764,-0.004509,-0.004149,-0.004389,0.002959,-0.010574,0.010704,0.005513,-0.018063,-0.022307,0.004083,-0.010474
seq263,0.037891,0.012630,0.025261,0.050522,0.025261,0.063152,0.075783,0.075783,0.012630,0.037891,0.075783,0.037891,0.113674,0.037891,0.063152,0.101044,0.075783,0.000000,0.025261,0.063152,0.000502,-0.003181,-0.002150,0.002039,-0.003836,-0.005242,-0.005246,-0.000457,-0.003600,-0.000776,0.009708,0.008997,-0.002736,-0.008855,0.000675,0.003534,-0.007839,-0.000021,-0.006863,-0.004043,0.004253,0.002721,0.001686,-0.003745,0.002079,0.003447,0.002736,0.003006,-0.005823,-0.003105,-0.004354,-0.006559,0.007025,0.006565,0.003583,0.001569,0.005909,0.007986,-0.006450,-0.007572,-0.008692,-0.003440,-0.000751,0.001885,0.002783,0.009054,0.001467,0.002012,0.009104,0.000446,-0.009683,-0.011042,0.000758,0.004041,-0.002170,-0.001765,0.002762,0.001549,0.002928,0.002748
seq264,0.024983,0.049966,0.099933,0.024983,0.024983,0.024983,0.037475,0.062458,0.024983,0.037475,0.149899,0.062458,0.049966,0.074950,0.024983,0.112425,0.049966,0.024983,0.012492,0.024983,-0.001300,-0.004468,-0.003873,-0.009250,-0.005546,-0.006257,-0.001712,-0.005515,0.013893,0.015309,0.001121,-0.002942,0.000407,-0.003172,0.000704,0.002879,0.003811,0.000304,0.001219,-0.001710,-0.005801,-0.001289,-0.004332,-0.010173,0.005323,0.014642,-0.002954,-0.005048,0.001846,0.000109,-0.002713,-0.001341,0.005406,-0.000554,0.005859,0.009268,-0.006766,-0.012108,-0.001663,-0.000483,0.001740,0.002611,0.001332,0.000851,0.007926,0.000346,-0.003657,-0.003712,0.001913,-0.000263,0.006254,0.015314,-0.009113,-0.012713,-0.005036,-0.007314,0.000291,0.004958,0.008902,0.008909
seq265,0.113518,0.085138,0.014190,0.014190,0.014190,0.085138,0.056759,0.056759,0.000000,0.056759,0.113518,0.113518,0.042569,0.028379,0.028379,0.028379,0.085138,0.014190,0.014190,0.042569,0.003736,0.005866,0.006839,0.007467,-0.005383,-0.009175,0.004681,0.001146,0.004048,0.003554,-0.004100,-0.009388,-0.004753,-0.007244,-0.001227,-0.009920,-0.000302,0.003547,-0.000815,-0.001319,-0.004944,-0.002804,0.006348,0.006771,0.008128,0.012841,0.006193,0.011450,-0.000334,-0.008819,-0.000157,-0.016144,-0.007509,-0.014885,0.005890,0.013162,-0.003606,-0.005677,0.009467,0.007527,-0.006664,-0.010115,0.000550,0.005281,-0.001296,0.004906,0.009995,0.017586,0.002016,0.004789,0.001597,-0.001719,0.002455,-0.003249,0.005163,-0.012543,-0.008702,-0.020386,0.001388,-0.008680
seq266,0.021667,0.086667,0.032500,0.065000,0.000000,0.065000,0.086667,0.021667,0.010833,0.108333,0.086667,0.075833,0.010833,0.032500,0.021667,0.054167,0.043333,0.000000,0.021667,0.021667,0.004588,0.000101,0.009127,0.008513,0.010441,0.000828,0.002089,-0.002915,0.001999,0.005619,0.003113,-0.005426,0.007503,0.006494,0.004751,-0.002933,0.009102,0.012529,0.012661,0.015385,0.011811,0.012543,0.007391,0.001512,0.002089,-0.004442,-0.003059,-0.007316,-0.000611,-0.008208,0.001459,0.004134,0.007056,0.001586,0.005756,0.001377,0.005934,0.005833,0.004728,-0.002383,-0.001006,-0.002762,0.000599,-0.008566,-0.001883,-0.004680,0.004031,0.000295,-0.005063,-0.008113,-0.002783,-0.006119,0.006426,0.008483,-0.004294,0.003202,0.007461,0.002040,-0.000859,-0.003832
seq267,0.050135,0.050135,0.025068,0.075203,0.037601,0.012534,0.050135,0.050135,0.037601,0.100270,0.087736,0.100270,0.025068,0.062669,0.012534,0.075203,0.050135,0.012534,0.025068,0.062669,0.001117,0.005371,-0.001952,-0.002331,-0.004271,-0.002059,-0.004273,-0.010040,-0.007334,-0.002858,-0.001354,-0.000735,0.003245,0.003251,-0.001468,-0.003436,-0.004270,-0.005334,0.010471,0.001070,0.007780,0.005232,0.001102,-0.004591,0.005413,-0.004558,-0.017789,-0.013623,-0.007541,-0.006517,0.003265,0.005313,0.004265,0.003520,0.005246,0.003346,-0.013131,-0.019244,0.005458,0.008760,0.010916,0.012615,0.008282,0.014300,0.012709,0.014881,0.007862,0.009512,-0.001709,-0.006892,-0.011912,-0.014451,-0.002451,-0.005494,0.005420,0.007633,0.001709,-0.003504,-0.002282,-0.004357
seq268,0.063639,0.084852,0.010607,0.095459,0.000000,0.042426,0.031820,0.063639,0.000000,0.074246,0.095459,0.063639,0.031820,0.021213,0.000000,0.063639,0.042426,0.000000,0.010607,0.053033,-0.000583,-0.011736,-0.002182,-0.007876,0.010062,0.004676,0.001565,-0.001002,0.004415,-0.005177,-0.005528,-0.004080,0.012251,0.008742,0.014209,0.004803,-0.005476,-0.015455,0.007242,-0.001477,0.005266,0.005239,0.007412,-0.004488,0.008252,0.010338,0.000269,-0.003474,0.011509,0.003968,0.004902,-0.000131,0.002050,-0.001064,0.001320,-0.009160,0.011867,0.010833,0.008617,0.002424,0.001423,-0.003870,0.008205,0.007602,0.004491,0.005904,0.000616,0.002994,0.002739,-0.005920,-0.005824,-0.006797,0.015069,0.007748,0.012735,0.003684,0.006754,-0.000752,0.005599,0.005735
seq269,0.091865,0.091865,0.013124,0.065618,0.013124,0.000000,0.039371,0.078741,0.026247,0.013124,0.118112,0.026247,0.039371,0.026247,0.131236,0.131236,0.065618,0.013124,0.000000,0.065618,-0.004202,-0.003801,-0.001041,-0.001031,0.002169,0.002263,0.006642,0.004222,0.000160,-0.007501,-0.004693,-0.007501,-0.001312,-0.006383,0.008007,0.001710,-0.003272,-0.007449,0.000107,-0.002308,0.002990,-0.002371,0.005350,0.002885,-0.000693,-0.003628,-0.002195,-0.003755,0.003743,0.008349,0.012322,0.013021,-0.007898,-0.015371,0.003880,-0.003369,0.006057,0.010048,-0.003983,-0.008643,0.008091,0.003024,-0.001613,0.002354,0.004594,0.003966,0.004658,0.004500,-0.001187,-0.009209,-0.000882,-0.009178,-0.001537,-0.004508,-0.008709,-0.011207,-0.001121,-0.010282,-0.003864,-0.009306
seq270,0.123886,0.061943,0.012389,0.086720,0.000000,0.012389,0.074331,0.049554,0.012389,0.074331,0.099109,0.061943,0.024777,0.012389,0.049554,0.012389,0.049554,0.000000,0.049554,0.123886,-0.003631,0.000977,-0.003591,-0.004973,-0.005535,0.003136,0.009308,0.006017,-0.003663,-0.000925,0.004124,-0.002819,-0.003450,-0.007829,0.006479,0.002408,-0.015427,-0.013657,0.003252,0.001869,-0.000738,0.006149,0.005330,0.003844,-0.001243,-0.003140,0.005754,0.006325,-0.012758,-0.007400,0.012254,0.011126,0.000196,0.003878,0.005162,-0.000993,-0.005991,-0.003247,0.009850,0.006601,0.003870,0.003531,0.005598,-0.004835,-0.006267,-0.003819,0.022998,0.017591,0.002253,0.002646,-0.011275,-0.016307,-0.011480,-0.003022,0.009967,-0.003329,0.007002,-0.005019,-0.005734,-0.008483
seq271,0.114222,0.114222,0.025383,0.063457,0.025383,0.000000,0.025383,0.076148,0.025383,0.076148,0.076148,0.050765,0.063457,0.050765,0.076148,0.038074,0.038074,0.000000,0.025383,0.050765,0.001061,0.005023,0.003822,0.000939,-0.002804,-0.009644,-0.008931,-0.006856,0.001183,0.000116,-0.000672,-0.011528,-0.001262,-0.004846,-0.007139,-0.011215,-0.000989,-0.000539,-0.000147,-0.003938,0.004509,0.005011,0.002416,0.004945,-0.000042,-0.002053,-0.001825,-0.005911,0.003982,0.000374,0.006838,0.008202,0.014122,0.018089,0.008860,0.005543,0.001526,0.006420,-0.002745,-0.008217,-0.010017,-0.010166,-0.004925,-0.017615,0.000945,-0.003538,-0.002899,-0.003521,-0.001194,-0.005612,-0.000970,0.004315,-0.001038,-0.008493,0.012282,0.002621,-0.000517,0.008220,0.007828,0.007307
seq272,0.064175,0.072197,0.040110,0.048132,0.000000,0.008022,0.032088,0.032088,0.000000,0.040110,0.040110,0.104285,0.016044,0.032088,0.008022,0.048132,0.016044,0.000000,0.016044,0.024066,0.004847,0.000384,0.007703,0.007946,0.009175,0.003691,0.005714,0.003108,0.010576,0.006195,0.002823,0.000354,0.006416,0.006087,0.007100,0.004878,0.004236,0.005014,0.000282,0.002051,0.005003,-0.001436,-0.002668,-0.002386,0.005652,-0.001246,0.001497,-0.002298,-0.000098,-0.004260,0.010407,0.005967,0.004514,0.003310,0.008162,0.005865,0.008036,0.001547,0.008219,0.005674,0.010450,0.006193,0.007230,0.006686,0.007025,0.005968,0.015083,0.010137,0.019065,0.020925,0.009991,0.003453,0.014999,0.012898,0.007139,0.004857,0.005477,0.004190,0.017590,0.010848
seq273,0.068589,0.068589,0.041154,0.096025,0.013718,0.054872,0.054872,0.041154,0.041154,0.068589,0.109743,0.054872,0.041154,0.041154,0.054872,0.054872,0.013718,0.013718,0.054872,0.109743,0.000872,-0.006714,-0.001335,0.000175,-0.009224,-0.014616,0.015553,0.016586,0.002750,0.006451,-0.007005,-0.006606,-0.013368,-0.007124,-0.000361,-0.007473,-0.008422,-0.010248,-0.010937,-0.008521,-0.014835,-0.010777,-0.001637,-0.004329,-0.006760,-0.000473,0.004539,-0.002868,0.000875,0.003038,0.011165,0.003736,0.007879,0.007767,0.009328,0.008120,0.004882,0.006414,0.013221,0.009092,0.011090,0.006423,0.006184,0.000756,-0.001358,-0.000856,-0.002662,0.000973,-0.006560,-0.000460,-0.001661,-0.013321,-0.013168,-0.019475,-0.009900,-0.000717,-0.012795,0.000242,-0.008776,-0.010202
seq274,0.062545,0.083393,0.010424,0.093817,0.000000,0.041696,0.020848,0.062545,0.000000,0.052120,0.104241,0.072969,0.031272,0.020848,0.000000,0.072969,0.031272,0.000000,0.010424,0.062545,-0.000018,-0.009788,-0.001833,-0.008150,0.010333,0.005008,0.001694,-0.001432,0.004309,-0.004943,-0.004706,-0.003065,0.012256,0.008470,0.013723,0.004893,-0.005121,-0.014561,0.006813,-0.000747,0.005903,0.005980,0.007514,-0.004238,0.008373,0.009315,0.000837,-0.002585,0.011176,0.003070,0.005313,-0.000841,0.001900,-0.001193,0.001683,-0.007842,0.011851,0.011004,0.008085,0.000891,0.001842,-0.002303,0.009014,0.010445,0.003985,0.004205,0.001346,0.002556,0.003146,-0.002299,-0.005262,-0.006238,0.014610,0.007732,0.013002,0.002576,0.007451,0.001564,0.005428,0.003937
seq275,0.103701,0.077776,0.025925,0.064813,0.025925,0.064813,0.051850,0.064813,0.025925,0.064813,0.103701,0.051850,0.012963,0.025925,0.103701,0.038888,0.012963,0.038888,0.025925,0.051850,-0.001782,-0.004105,-0.007101,-0.001047,-0.000703,0.000174,0.000881,0.000038,0.007956,0.003515,-0.003914,-0.009813,0.004386,0.002812,0.004754,-0.001680,-0.008131,-0.012219,0.002669,-0.001417,-0.004097,0.004388,-0.001586,-0.001198,-0.005057,-0.006652,0.003200,0.002826,-0.001831,-0.003494,-0.004791,-0.001504,-0.004326,-0.006631,-0.000322,-0.005307,0.002475,-0.002922,-0.005854,-0.013768,-0.000546,0.003836,-0.001218,-0.003811,0.002200,0.013813,0.006640,0.007686,0.002818,-0.005106,0.006655,0.017973,-0.005190,-0.002595,0.000393,0.000745,0.005681,-0.002334,-0.001574,-0.001895
seq276,0.100740,0.050370,0.037778,0.037778,0.000000,0.025185,0.062963,0.075555,0.050370,0.037778,0.113333,0.088148,0.050370,0.075555,0.025185,0.025185,0.062963,0.000000,0.037778,0.050370,0.003774,0.003950,0.003570,-0.001892,-0.004982,-0.004081,-0.004469,-0.001027,0.000584,0.003340,0.005311,0.002679,-0.001957,-0.002406,-0.010706,-0.011779,-0.000527,0.000038,-0.004426,-0.003007,-0.000013,0.006493,0.003437,0.008172,0.000500,0.000105,-0.008289,-0.005989,0.001668,0.003711,0.005498,0.012587,0.003556,0.000885,0.009316,0.004439,-0.002688,-0.006214,-0.003620,-0.009996,-0.008226,-0.012250,0.006243,0.004725,0.005966,0.007792,0.008911,0.007071,0.003544,0.002047,-0.008762,-0.008789,-0.001160,0.001674,0.005981,0.010185,-0.007324,-0.004521,-0.008325,-0.007728
seq277,0.113644,0.025254,0.063136,0.088390,0.050509,0.012627,0.037881,0.088390,0.012627,0.012627,0.101017,0.025254,0.050509,0.012627,0.037881,0.101017,0.088390,0.000000,0.037881,0.050509,-0.007013,-0.005734,0.000725,-0.000615,0.000924,0.003185,-0.003317,-0.003752,0.004033,0.005062,-0.005252,-0.000551,-0.000891,-0.002590,-0.002982,-0.004055,0.007247,0.005166,-0.004563,-0.004965,-0.001822,-0.001472,0.002964,0.001049,0.001530,-0.003004,-0.004094,0.003010,0.001868,-0.001348,-0.000629,-0.003844,-0.007331,-0.003816,0.006258,0.003733,-0.005477,0.001533,-0.001348,-0.002899,-0.001563,-0.001070,0.000134,-0.000705,0.000472,0.002037,0.000085,-0.002595,0.005866,0.005406,0.003351,-0.000534,0.004325,0.007122,0.002451,0.005272,-0.005022,-0.004553,0.003108,0.001320
seq278,0.059364,0.083110,0.011873,0.047491,0.011873,0.047491,0.059364,0.071237,0.047491,0.059364,0.011873,0.059364,0.047491,0.011873,0.047491,0.059364,0.047491,0.011873,0.071237,0.083110,-0.001032,-0.001144,-0.009352,-0.009170,0.004986,0.000310,0.002151,-0.003815,0.003803,0.000692,0.002809,0.004267,0.010952,0.011967,-0.002629,-0.007779,0.001957,0.005801,-0.003095,0.002988,0.006794,0.001436,0.017016,0.012551,-0.008390,-0.011661,-0.002797,0.003779,-0.005194,-0.005127,0.001739,0.006601,0.004642,-0.003332,0.007105,0.005610,0.007105,0.014489,-0.014106,-0.013242,-0.004681,-0.001145,0.005009,0.006472,0.000822,0.001807,0.001961,-0.005140,0.004779,-0.002096,-0.003198,-0.002611,-0.006867,-0.003269,0.008080,0.016380,-0.004863,-0.011844,0.007619,0.003279
seq279,0.082327,0.082327,0.023522,0.047044,0.000000,0.023522,0.129371,0.070566,0.011761,0.058805,0.117610,0.058805,0.035283,0.047044,0.047044,0.011761,0.035283,0.000000,0.023522,0.035283,-0.006201,-0.010764,-0.011905,-0.011390,0.010050,0.009590,0.012549,0.008018,-0.006905,-0.007667,0.009491,0.006810,0.008588,0.001965,-0.007824,-0.010315,-0.003127,-0.003547,0.009821,0.001866,0.009984,0.002844,-0.005043,-0.010070,0.001738,-0.007422,0.009013,0.004346,0.004424,0.004516,-0.007876,-0.014093,0.012242,-0.000805,0.014674,0.010669,-0.005049,-0.014206,-0.009452,-0.005205,0.006430,-0.002629,0.003115,0.002432,0.008996,-0.002226,0.008200,0.015332,0.002667,-0.004935,-0.005590,-0.004198,0.009745,0.008237,0.013356,0.003769,0.005747,0.005129,-0.001582,-0.007207
seq280,0.067754,0.101631,0.022585,0.033877,0.000000,0.056462,0.101631,0.033877,0.033877,0.033877,0.124216,0.022585,0.033877,0.011292,0.045169,0.090339,0.033877,0.000000,0.011292,0.045169,-0.002196,-0.006647,-0.007595,-0.011751,-0.001262,-0.004063,0.008710,0.009683,0.005297,-0.003747,-0.007728,-0.006291,0.006743,-0.001488,0.012078,0.009356,-0.003129,-0.003745,0.001587,-0.004075,0.010290,0.011281,0.015804,0.011427,-0.003913,-0.002674,-0.006401,-0.002632,0.007992,0.003521,0.013754,0.013656,-0.005348,-0.013348,-0.000852,-0.001421,0.000536,-0.007086,0.010818,0.001992,0.001743,-0.001715,0.003114,0.007113,0.012517,0.011915,-0.001223,-0.008700,-0.007844,-0.004501,0.005743,0.006614,0.015664,0.022422,0.004391,-0.004544,0.001881,-0.001822,-0.005769,-0.007519
seq281,0.145080,0.084630,0.012090,0.048360,0.000000,0.012090,0.060450,0.096720,0.012090,0.000000,0.096720,0.024180,0.036270,0.024180,0.120900,0.084630,0.060450,0.012090,0.012090,0.024180,-0.000915,0.000531,0.000913,0.001384,0.001676,0.003550,0.001738,-0.003687,0.004150,0.002098,0.001818,-0.005139,0.007401,0.007166,0.000407,0.004518,-0.013693,-0.012219,0.006890,0.013927,0.005084,0.009338,-0.003002,-0.005660,0.002501,0.003150,0.001114,-0.004677,0.000502,-0.000273,0.001013,-0.006861,0.007920,0.006860,0.006612,0.004377,-0.010725,-0.016185,0.001225,-0.002584,0.008600,0.001973,0.003445,-0.002956,0.000335,-0.003816,0.006756,-0.007393,0.000548,-0.004771,0.001228,-0.010140,-0.004750,-0.009745,0.021550,0.020470,-0.001625,-0.007632,-0.002759,0.001243
seq282,0.060452,0.072543,0.000000,0.096724,0.000000,0.000000,0.096724,0.048362,0.036271,0.060452,0.157176,0.048362,0.036271,0.012090,0.036271,0.084633,0.060452,0.012090,0.048362,0.000000,0.004528,0.006953,-0.004951,-0.015408,0.003975,-0.000528,0.023199,0.015475,-0.000282,0.000527,-0.003615,-0.006337,0.011449,0.002169,0.013435,0.012458,0.004681,0.005118,0.001570,-0.003327,0.008442,0.003808,0.000288,0.000323,-0.000531,-0.004460,0.001941,-0.004949,0.001647,-0.002279,0.001177,0.002806,0.002409,0.004023,0.003446,0.002599,0.001657,-0.001282,-0.007658,-0.002416,-0.006516,-0.004047,-0.004668,-0.007596,-0.004112,-0.002829,-0.005727,0.003737,0.001942,0.000052,0.002130,-0.003923,0.004228,0.002052,-0.003259,0.000997,0.003753,-0.005795,-0.008706,-0.011035
seq283,0.026366,0.039548,0.079097,0.026366,0.026366,0.000000,0.052731,0.026366,0.039548,0.065914,0.158194,0.118645,0.013183,0.039548,0.026366,0.158194,0.039548,0.026366,0.026366,0.065914,-0.007021,-0.014266,0.005446,0.002507,-0.008762,-0.005870,0.002234,-0.007791,-0.010069,-0.004570,0.005131,0.003989,-0.000516,-0.004566,0.005735,0.010972,0.002327,0.001806,0.004244,0.001281,0.004127,0.006478,-0.011946,-0.018739,-0.003219,0.001378,0.004052,0.006559,0.001379,-0.001508,-0.001244,-0.002132,0.002292,0.000490,-0.000430,-0.005918,0.004194,0.014990,-0.001968,-0.003204,-0.004465,-0.001952,-0.007941,0.000179,-0.013598,-0.015863,0.004095,0.000815,0.011447,0.008770,-0.004473,-0.008653,-0.003095,0.006438,0.007600,0.007173,-0.011315,-0.012458,0.000059,0.004739
seq284,0.024525,0.036788,0.000000,0.036788,0.000000,0.049050,0.085838,0.085838,0.012263,0.061313,0.134888,0.122625,0.024525,0.049050,0.012263,0.061313,0.098100,0.012263,0.061313,0.012263,0.000808,-0.005260,-0.001287,-0.006727,0.001780,0.000815,-0.010679,-0.003832,-0.004914,-0.007832,-0.007182,-0.008401,0.001518,0.003512,0.006638,0.001530,-0.002718,-0.002819,-0.001943,0.000080,0.014009,0.018941,-0.007837,-0.005576,0.000833,-0.003680,0.004669,0.001966,0.002675,-0.001093,0.007530,-0.004567,0.002702,-0.001041,-0.002043,0.001311,0.001978,0.006196,-0.001069,-0.001990,-0.008220,-0.003340,0.014311,0.007988,0.005937,-0.003006,0.000112,0.002822,-0.008154,-0.007382,-0.006299,0.001804,0.005939,0.004695,0.003307,-0.006166,0.000260,-0.004305,0.018270,0.013424
seq285,0.076123,0.076123,0.038061,0.063436,0.000000,0.025374,0.088810,0.088810,0.012687,0.012687,0.050749,0.012687,0.063436,0.050749,0.063436,0.063436,0.063436,0.000000,0.038061,0.126871,-0.006294,-0.008403,0.009116,0.014196,0.001123,0.002984,0.004064,-0.003646,-0.001772,0.000430,0.001293,-0.003892,-0.004141,0.001780,-0.008149,-0.011948,0.001407,0.001255,-0.007773,-0.012637,-0.002581,-0.000764,-0.001349,-0.006229,0.004371,0.004025,0.000297,-0.001735,0.004327,0.002527,-0.000033,-0.001817,0.007526,0.003437,-0.000106,0.002317,0.005501,0.000403,0.001110,-0.002443,-0.002607,-0.006872,0.004923,0.001365,-0.002782,-0.007696,-0.000846,-0.001357,0.004127,0.000118,0.009015,-0.002165,0.002799,-0.002021,-0.000998,-0.007215,0.010808,-0.001177,0.002998,-0.003166
seq286,0.077357,0.025786,0.017190,0.025786,0.000000,0.017190,0.042976,0.017190,0.008595,0.042976,0.017190,0.128928,0.017190,0.017190,0.034381,0.094547,0.060166,0.000000,0.025786,0.017190,0.010362,0.006552,0.003766,-0.004398,0.004031,-0.002739,0.015928,0.014382,0.010499,0.007530,0.004862,0.002010,0.002003,-0.002946,0.009928,0.004535,0.002820,0.004869,0.006663,0.004620,0.005161,0.001178,0.006763,0.001443,0.003256,-0.001032,0.006631,0.004606,0.009299,0.009966,0.008517,0.004395,0.009279,0.002894,0.004602,-0.000951,0.004821,0.001557,0.008065,0.006506,0.013675,0.010199,0.006375,-0.001017,0.004614,-0.002165,0.006337,0.005860,0.018017,0.011704,0.004918,-0.000120,0.000300,-0.003955,0.005104,0.002129,0.009285,0.013951,0.003552,0.001385
seq287,0.075935,0.012656,0.063279,0.050623,0.012656,0.037968,0.075935,0.063279,0.000000,0.050623,0.113903,0.037968,0.025312,0.037968,0.101247,0.088591,0.101247,0.000000,0.037968,0.025312,0.000823,-0.000368,-0.003466,-0.006046,-0.007145,-0.006262,-0.007289,-0.003578,0.008011,0.004757,-0.005184,0.000099,0.000661,0.004042,0.005259,0.007197,-0.003225,-0.003647,0.001706,-0.004473,0.002137,0.002726,-0.004712,-0.001483,0.000555,0.001582,-0.006034,-0.003366,-0.002060,0.001978,0.007066,0.000565,-0.005928,-0.000264,0.004635,0.002427,0.003560,0.002985,-0.006453,-0.001472,0.004527,0.002422,-0.016112,-0.002841,0.000699,0.003731,-0.000171,-0.000288,-0.004229,-0.005065,0.012110,0.008584,0.002042,-0.000967,0.007593,0.008060,-0.002224,-0.001556,-0.005136,-0.003962
seq288,0.056514,0.067817,0.033909,0.090423,0.011303,0.000000,0.079120,0.056514,0.033909,0.045212,0.045212,0.090423,0.022606,0.045212,0.033909,0.045212,0.022606,0.033909,0.022606,0.067817,0.003561,-0.002232,0.001126,-0.003687,0.007651,0.004676,0.001949,0.005025,0.008487,0.006580,0.003202,0.000641,-0.000318,-0.018588,-0.002486,-0.009444,0.000085,-0.000043,0.009161,0.007576,0.007081,-0.005613,-0.019737,-0.018404,0.014343,0.013748,0.002116,0.009273,-0.014359,-0.000957,0.008480,0.006931,0.004205,0.004012,0.009150,0.014409,0.009086,0.013308,0.004871,0.003734,0.001304,-0.005975,0.004754,-0.001692,0.002393,0.004073,0.005210,0.000614,-0.012008,-0.023669,-0.001950,-0.007586,0.019636,0.008062,0.004482,-0.007444,0.008608,0.010154,0.006235,-0.008030
seq289,0.042318,0.052898,0.042318,0.031739,0.010580,0.021159,0.105796,0.042318,0.010580,0.010580,0.095216,0.074057,0.042318,0.021159,0.021159,0.074057,0.052898,0.010580,0.010580,0.074057,0.002367,-0.001795,0.003175,-0.002310,-0.000778,-0.003478,0.003771,0.002484,-0.001227,-0.004436,0.001183,-0.005922,0.019942,0.010629,0.003681,-0.005709,0.016139,0.004837,0.002520,0.001025,0.007383,0.006410,-0.001888,-0.009374,0.004677,0.003360,0.009395,0.001327,0.000799,-0.001719,0.010078,0.006668,0.000713,-0.000298,0.004587,0.002144,-0.004983,-0.006983,0.014548,0.013413,0.005241,0.002349,0.010896,0.008808,0.010675,-0.002213,-0.005834,-0.003466,0.003730,-0.004707,-0.003561,-0.007818,0.010545,0.012814,-0.003536,-0.007742,0.013712,0.006572,0.003852,-0.003038
