Feature,[G7.1.1.1],[G7.1.1.2],[G7.1.1.3],[G7.1.1.4],[G7.1.1.5],[G7.1.1.6],[G7.1.1.7],[G7.1.1.8],[G7.1.1.9],[G7.1.1.10],[G7.1.1.11],[G7.1.1.12],[G7.1.1.13],[G7.1.1.14],[G7.1.1.15],[G7.1.1.16],[G7.1.1.17],[G7.1.1.18],[G7.1.1.19],[G7.1.1.20],[G7.1.1.21],[G7.1.1.22],[G7.1.1.23],[G7.1.1.24],[G7.1.1.25],[G7.1.1.26],[G7.1.1.27],[G7.1.1.28],[G7.1.1.29],[G7.1.1.30],[G7.1.1.31],[G7.1.1.32],[G7.1.1.33],[G7.1.1.34],[G7.1.1.35],[G7.1.1.36],[G7.1.1.37],[G7.1.1.38],[G7.1.1.39],[G7.1.1.40],[G7.1.1.41],[G7.1.1.42],[G7.1.1.43],[G7.1.1.44],[G7.1.1.45],[G7.1.1.46],[G7.1.1.47],[G7.1.1.48],[G7.1.1.49],[G7.1.1.50],[G7.1.1.51],[G7.1.1.52],[G7.1.1.53],[G7.1.1.54],[G7.1.1.55],[G7.1.1.56],[G7.1.1.57],[G7.1.1.58],[G7.1.1.59],[G7.1.1.60],[G7.1.1.61],[G7.1.1.62],[G7.1.1.63],[G7.1.1.64],[G7.1.1.65],[G7.1.1.66],[G7.1.1.67],[G7.1.1.68],[G7.1.1.69],[G7.1.1.70],[G7.1.1.71],[G7.1.1.72],[G7.1.1.73],[G7.1.1.74],[G7.1.1.75],[G7.1.1.76],[G7.1.1.77],[G7.1.1.78],[G7.1.1.79],[G7.1.1.80]
seq6154,0.095694,0.035885,0.023923,0.047847,0.047847,0.107656,0.011962,0.083732,0.047847,0.095694,0.119617,0.011962,0.023923,0.011962,0.035885,0.035885,0.047847,0.011962,0.035885,0.023923,-0.006911,-0.009947,0.003814,0.004652,-0.004794,-0.009712,-0.001026,0.001722,0.005050,0.006516,0.000683,0.003601,-0.002536,-0.002383,-0.001071,0.001094,0.002412,0.002181,-0.002770,-0.003818,0.004306,0.008991,-0.007009,-0.006370,0.003841,0.004135,0.000795,-0.000794,0.000119,0.006591,0.004614,0.002690,-0.000433,0.001153,-0.004364,-0.002406,0.003529,0.007404,-0.001128,-0.001713,0.004667,0.004298,-0.002470,-0.007252,0.003117,0.007074,-0.001510,0.001144,0.001864,0.005350,0.000429,0.002027,0.000234,-0.002245,0.006017,0.006292,-0.003142,-0.008042,0.003989,0.010513
seq6155,0.090040,0.051452,0.064315,0.038589,0.012863,0.051452,0.077177,0.090040,0.025726,0.102903,0.077177,0.012863,0.051452,0.012863,0.025726,0.090040,0.025726,0.000000,0.025726,0.102903,-0.002082,-0.002019,-0.003196,-0.000542,0.000707,-0.002299,-0.004520,-0.008506,-0.000020,-0.000215,-0.005815,-0.009566,-0.010042,-0.007862,0.004554,-0.000153,-0.001180,0.014190,0.003805,0.008422,0.004345,0.005035,-0.007303,-0.005407,0.005517,0.008170,-0.001410,0.001922,-0.003006,-0.012950,0.000437,0.001460,-0.003202,-0.007334,0.007365,0.003178,0.003020,0.007662,-0.008843,-0.001609,0.002947,-0.001849,0.008719,0.011419,0.010691,0.008419,-0.011072,-0.012243,-0.006786,0.003664,0.001592,-0.002069,0.003036,0.000521,-0.006138,-0.000959,-0.003071,-0.004267,0.000223,-0.002517
seq6156,0.105206,0.115727,0.042083,0.031562,0.000000,0.052603,0.031562,0.063124,0.010521,0.052603,0.042083,0.042083,0.021041,0.021041,0.021041,0.063124,0.063124,0.000000,0.010521,0.052603,0.004550,0.008241,0.005661,0.009970,0.005400,0.004413,-0.000334,-0.004428,0.006098,0.000889,0.004733,0.000982,0.000230,0.001394,-0.000537,-0.004975,0.002137,-0.000638,0.002049,-0.008206,0.004237,0.006784,-0.002563,-0.006576,0.005197,0.002043,-0.000385,-0.006500,-0.005612,-0.013195,-0.000186,-0.002491,-0.002579,-0.006846,0.005294,0.005738,0.007114,0.009919,0.004106,0.011458,0.009734,0.012604,0.000999,-0.003563,0.009367,0.010327,0.005448,-0.001380,0.007499,0.009000,0.004877,0.009057,0.003837,0.008467,0.011140,0.018316,0.004492,-0.005603,-0.001425,-0.007427
seq6157,0.089255,0.063754,0.038252,0.051003,0.051003,0.025501,0.102006,0.063754,0.025501,0.025501,0.165759,0.012751,0.076504,0.038252,0.051003,0.051003,0.025501,0.038252,0.000000,0.025501,-0.004570,-0.005969,-0.003528,-0.003241,0.002437,-0.001062,-0.003967,0.000974,0.006372,0.005529,0.000092,-0.004336,-0.002462,-0.004515,0.011857,0.015290,-0.009098,-0.006505,0.006052,0.003393,-0.009314,-0.001062,-0.000423,-0.006497,0.012072,0.012923,-0.017105,-0.010397,-0.006902,-0.005554,-0.000439,-0.002835,-0.013222,-0.008127,0.014172,0.005768,-0.002329,0.004285,-0.006140,-0.015024,0.007691,0.012866,-0.006198,-0.008847,0.010615,0.005966,-0.001563,-0.003422,0.004029,0.004300,0.012450,0.005375,-0.011501,-0.008571,0.010024,0.003145,0.000268,0.007070,-0.003734,-0.006612
seq6158,0.116634,0.103675,0.012959,0.051837,0.012959,0.038878,0.051837,0.090715,0.038878,0.038878,0.155512,0.000000,0.025919,0.038878,0.064797,0.038878,0.025919,0.012959,0.051837,0.064797,0.003643,0.006068,0.006757,0.006749,-0.005154,-0.008169,0.001411,-0.004475,-0.010370,-0.001538,-0.009403,-0.012590,-0.014830,-0.013445,-0.006654,-0.004249,-0.003169,0.002449,0.006896,0.000330,-0.000213,-0.003716,0.003520,-0.001798,0.003794,0.007008,0.004446,0.005407,-0.003737,-0.001495,-0.000075,0.008257,0.001724,0.001897,-0.010174,-0.010247,-0.006518,-0.009762,-0.001596,-0.004624,0.010708,0.014989,-0.001714,-0.001351,0.010001,0.010501,0.002488,-0.011310,0.011463,0.017442,0.001552,0.008567,0.000071,-0.003422,-0.011812,-0.009019,-0.009473,-0.004941,0.001253,0.004904
seq6159,0.025239,0.025239,0.113576,0.025239,0.000000,0.025239,0.037859,0.100956,0.012620,0.050478,0.113576,0.050478,0.025239,0.100956,0.063098,0.075717,0.025239,0.025239,0.025239,0.088337,-0.006360,-0.001065,0.001278,0.001072,0.001765,0.007149,-0.000059,0.005379,0.004139,0.005241,0.005385,0.005907,-0.005696,0.001130,0.000675,0.004418,0.006228,0.007786,0.004671,-0.000928,-0.002327,0.004809,0.009799,0.012981,-0.007466,0.000023,-0.003564,-0.008456,-0.000256,-0.007089,0.004116,0.006451,-0.001747,0.004167,0.007065,0.002597,-0.010798,-0.009567,0.006711,0.001775,-0.002264,0.000341,-0.001510,-0.007772,-0.007164,-0.001197,-0.009919,-0.009563,0.002516,-0.006833,-0.016607,-0.014461,0.005451,0.000518,0.002523,0.006231,-0.006878,0.001368,0.003605,-0.005283
seq6160,0.063052,0.050442,0.037831,0.050442,0.000000,0.050442,0.100884,0.025221,0.050442,0.050442,0.088273,0.075663,0.050442,0.075663,0.000000,0.126105,0.025221,0.012610,0.050442,0.025221,0.003843,-0.003061,-0.004254,-0.003023,-0.002654,-0.014714,0.011318,0.007123,-0.002866,0.006377,-0.009822,-0.004912,0.000284,0.000797,0.001048,0.000047,-0.009498,-0.005741,-0.003812,-0.004992,0.003861,-0.000001,0.011509,0.008448,0.010650,0.012304,0.000532,-0.001559,-0.001115,-0.002094,-0.008062,-0.008703,0.009752,0.003132,0.003568,0.003843,-0.003749,0.001288,0.000086,-0.000403,0.006170,-0.006687,-0.003436,-0.006557,-0.007805,-0.007588,0.002384,0.005644,0.021419,0.015714,-0.009263,-0.005123,-0.013493,-0.008043,0.001409,-0.004047,0.005545,0.008340,-0.004788,-0.003413
seq6161,0.059570,0.011914,0.095312,0.059570,0.000000,0.071484,0.011914,0.047656,0.047656,0.047656,0.059570,0.047656,0.047656,0.023828,0.131055,0.107227,0.059570,0.000000,0.000000,0.023828,0.005231,0.004982,0.006252,0.009757,0.001632,0.001711,-0.000772,-0.000787,0.003134,0.002433,-0.001062,-0.000148,0.007977,0.010054,0.005916,0.007904,0.007127,0.005721,0.007489,0.007749,-0.001033,-0.004412,0.006063,-0.000819,-0.002238,-0.003424,0.001949,0.000350,0.000660,-0.001781,-0.000011,0.000041,0.006376,0.007216,-0.004803,-0.004684,0.002581,0.003443,-0.000095,-0.005002,-0.001679,-0.006468,-0.001762,-0.004718,-0.003997,-0.006083,0.003907,0.004878,-0.003962,-0.002146,0.000864,0.001350,0.000976,0.002908,-0.006918,-0.005717,0.001180,-0.000870,-0.007218,-0.010328
seq6162,0.082183,0.046961,0.070442,0.035221,0.000000,0.093923,0.093923,0.011740,0.000000,0.070442,0.046961,0.082183,0.046961,0.000000,0.023481,0.058702,0.046961,0.023481,0.011740,0.093923,-0.002172,-0.007159,0.000585,-0.000627,0.005319,0.001352,0.002336,-0.002506,0.000302,-0.003900,0.000695,-0.003970,-0.001248,0.000855,-0.004119,-0.010226,0.007372,0.007311,0.001597,-0.002816,0.007275,0.007492,0.000699,-0.003725,-0.005795,-0.009096,0.005493,0.005828,-0.001743,-0.002234,-0.001646,-0.001322,0.008727,0.019078,-0.000826,-0.002606,0.001677,0.004241,0.011293,0.005791,0.010971,0.007998,-0.009627,-0.016566,0.005157,-0.005994,0.003772,0.000071,-0.001087,-0.001824,0.015232,0.013249,-0.006965,-0.008880,0.006614,0.011251,0.007044,-0.001612,-0.000329,-0.005286
seq6163,0.120222,0.084155,0.012022,0.108200,0.000000,0.012022,0.036067,0.132244,0.048089,0.084155,0.060111,0.048089,0.024044,0.036067,0.048089,0.012022,0.024044,0.024044,0.000000,0.048089,-0.002996,-0.001092,0.007621,0.009342,-0.005962,-0.004675,-0.000533,-0.000072,-0.000084,-0.009235,0.005693,0.000397,-0.000587,-0.000924,0.014118,0.011046,-0.004787,-0.011780,-0.006724,-0.002841,0.000210,-0.007995,-0.000342,-0.005416,-0.002414,-0.007073,0.004855,-0.001975,0.005218,-0.005772,0.005187,0.007721,-0.005213,-0.010513,-0.005580,-0.009084,-0.004171,-0.007721,0.013518,0.013172,-0.000323,0.002349,0.012977,0.012196,0.007085,0.005692,0.005135,0.011365,-0.010792,-0.010192,-0.002004,-0.004801,0.003998,0.002471,0.012462,0.004494,0.004294,0.002623,0.003674,0.002982
seq6164,0.133783,0.024324,0.072973,0.048648,0.012162,0.072973,0.024324,0.133783,0.024324,0.060810,0.060810,0.012162,0.012162,0.036486,0.024324,0.072973,0.060810,0.000000,0.012162,0.072973,0.003437,0.002314,-0.001133,-0.001733,-0.002770,-0.000073,0.002946,0.001152,-0.002205,-0.005664,-0.001452,0.001752,-0.005776,-0.001972,-0.001896,0.002316,0.003699,0.004682,0.000031,0.006610,-0.003059,0.001207,0.001696,-0.000127,0.003993,-0.001260,0.007006,0.004691,-0.002575,-0.007143,-0.003114,-0.008560,-0.000888,0.003880,0.002112,0.003710,-0.002234,-0.000047,-0.002493,0.006867,0.003398,0.011308,-0.004019,-0.005593,0.005489,0.006001,0.002461,-0.002851,0.001134,-0.004634,-0.002570,-0.007600,0.005663,0.005874,0.002881,0.001404,-0.001110,0.000890,-0.001050,0.002033
seq6165,0.065455,0.052364,0.065455,0.078546,0.000000,0.078546,0.013091,0.078546,0.026182,0.065455,0.091637,0.039273,0.039273,0.065455,0.078546,0.039273,0.078546,0.039273,0.026182,0.026182,-0.000337,-0.004843,-0.008231,-0.003120,0.003981,-0.000513,0.004547,0.001845,-0.002899,-0.002506,-0.008258,-0.002566,-0.000388,0.000460,0.008971,0.007860,0.003538,0.004122,-0.003906,-0.003677,-0.000724,-0.008688,0.009833,0.000476,0.012271,0.015115,-0.006657,-0.010039,0.001068,-0.002101,0.001677,-0.000036,-0.005171,-0.004767,-0.011725,-0.006022,-0.009990,-0.011228,0.003210,-0.002307,0.009105,0.010554,-0.008666,-0.004621,0.001883,0.007939,0.004499,-0.008093,-0.003771,0.001168,-0.003518,0.009064,-0.003280,-0.005733,0.000683,-0.001701,-0.003824,0.004118,-0.006767,-0.004593
seq6166,0.087691,0.012527,0.100219,0.050109,0.012527,0.037582,0.112746,0.075164,0.050109,0.100219,0.025055,0.050109,0.037582,0.025055,0.025055,0.050109,0.025055,0.000000,0.037582,0.087691,-0.004752,0.000138,0.002455,-0.002926,-0.005850,-0.009292,0.005789,0.005488,-0.005289,-0.005507,0.006484,0.005024,0.007992,0.007420,0.004591,0.004232,-0.009341,-0.006628,-0.004520,-0.007150,0.006641,-0.000001,0.001841,0.001954,0.000383,0.001851,0.001909,0.001226,-0.000233,0.002102,-0.003692,-0.007591,-0.002854,-0.004547,-0.001071,-0.000956,0.002680,0.003506,-0.003784,-0.003626,-0.001635,0.001296,0.000436,-0.003067,0.011051,0.004434,-0.006371,-0.004429,0.005753,-0.000257,-0.000255,-0.000998,0.002852,0.003534,-0.008358,-0.005003,0.008324,-0.001686,0.002438,0.005659
seq6167,0.074533,0.099377,0.074533,0.024844,0.012422,0.024844,0.012422,0.062111,0.000000,0.000000,0.099377,0.024844,0.024844,0.074533,0.062111,0.198754,0.074533,0.000000,0.024844,0.024844,-0.000797,-0.000001,-0.001862,0.000189,0.000915,-0.001112,0.000071,-0.004755,-0.005592,-0.001540,0.003440,0.002738,0.004430,0.002640,0.001024,0.003184,0.000366,0.004867,-0.005284,-0.010864,-0.005918,-0.010412,-0.006437,-0.005366,0.002293,-0.003226,0.002713,0.005081,0.000849,-0.000852,0.000174,-0.008116,-0.001128,-0.007995,-0.002448,0.000575,0.000298,-0.001914,-0.001274,-0.003987,0.002765,0.001349,0.002296,0.006734,0.001072,0.001503,-0.002346,0.002209,0.000862,0.003179,-0.002290,-0.004696,0.004620,0.014048,0.000997,0.003772,-0.000325,0.003444,0.008019,0.014056
seq6168,0.054101,0.018034,0.036067,0.009017,0.000000,0.045084,0.018034,0.081151,0.000000,0.036067,0.117218,0.117218,0.027050,0.054101,0.018034,0.054101,0.018034,0.000000,0.009017,0.009017,0.008847,0.014805,0.006106,0.007611,0.009760,0.014741,0.009691,0.014984,0.005510,0.005621,0.007266,0.011492,0.008774,0.012256,0.003416,0.009506,0.004938,0.008574,0.008545,0.010518,0.004114,0.006899,0.013404,0.013561,0.012764,0.014682,0.004050,0.005664,0.002941,0.006379,0.007457,0.012365,0.007658,0.012595,0.002876,0.005168,0.003661,0.003780,0.002696,0.006882,0.000470,0.005358,-0.003208,-0.003164,-0.002521,-0.005004,-0.004771,-0.002499,0.002410,0.002065,-0.003771,-0.002732,-0.008844,-0.009255,-0.001443,0.000269,-0.000605,-0.003638,-0.004433,-0.008584
seq6169,0.071013,0.106520,0.059178,0.035507,0.000000,0.047342,0.047342,0.059178,0.011836,0.047342,0.082849,0.035507,0.035507,0.011836,0.011836,0.130191,0.047342,0.000000,0.000000,0.106520,0.001673,-0.004814,-0.005779,-0.008014,0.002683,0.003201,0.003090,-0.004837,0.001336,-0.000160,-0.002124,0.000321,-0.005351,-0.010544,0.004185,0.009356,0.002830,-0.000840,0.005474,0.003025,0.004275,0.003604,-0.004866,-0.014417,-0.004995,-0.008358,0.009243,0.007870,0.009185,0.010209,-0.003358,-0.002398,-0.002970,-0.003261,0.010019,0.009499,0.009889,0.010484,-0.000349,0.000160,-0.000037,-0.010724,0.008694,0.003362,0.000208,-0.003030,0.007137,0.006535,0.005076,0.007890,0.008966,0.013751,-0.001774,-0.004140,0.000140,-0.008183,0.001357,-0.000693,-0.004838,-0.010720
seq6170,0.077418,0.051612,0.038709,0.051612,0.012903,0.038709,0.051612,0.129029,0.025806,0.064515,0.051612,0.038709,0.025806,0.012903,0.051612,0.077418,0.064515,0.000000,0.064515,0.103224,0.000010,-0.002726,0.000378,0.000401,0.006588,-0.000775,-0.007976,-0.006686,-0.011741,-0.010149,0.001906,0.004664,-0.003296,-0.003444,-0.007917,-0.002668,-0.000392,-0.001336,0.008654,0.008865,-0.004389,-0.007149,0.011019,0.005298,0.013379,0.008639,-0.003928,-0.015131,0.000092,0.001462,0.005320,0.002538,-0.006546,-0.001299,-0.009311,0.000684,0.013272,0.016337,-0.002061,0.001751,-0.000148,0.004445,0.004510,-0.006667,-0.006373,-0.007432,-0.006018,-0.013446,0.003187,0.003635,-0.002905,-0.002387,-0.001360,-0.000817,-0.004921,0.004856,0.005245,-0.000301,-0.003584,-0.004090
seq6171,0.047846,0.059808,0.000000,0.059808,0.023923,0.059808,0.059808,0.071769,0.023923,0.023923,0.131577,0.071769,0.023923,0.000000,0.059808,0.131577,0.047846,0.023923,0.000000,0.035885,-0.002866,-0.003901,0.001990,-0.004747,0.006780,0.003037,0.000101,-0.002216,0.013373,0.015667,-0.004241,-0.003895,0.002586,-0.003896,0.005446,0.000976,0.006557,0.004706,0.001931,0.003565,-0.006415,-0.008275,-0.001991,-0.006877,0.007844,0.008764,-0.004730,-0.009025,0.000867,-0.003841,0.002252,-0.002981,0.003076,-0.003060,0.000944,0.001248,0.000469,-0.002332,-0.003170,-0.009833,0.002361,-0.004595,0.014040,0.012887,-0.005063,-0.009556,0.000015,0.000158,-0.001532,-0.005471,0.003954,0.002441,0.005368,0.008676,0.003996,0.001204,0.002337,0.002711,0.003182,0.002074
seq6172,0.075041,0.032161,0.053601,0.032161,0.000000,0.021440,0.053601,0.085762,0.010720,0.000000,0.064321,0.096482,0.042881,0.032161,0.032161,0.117922,0.032161,0.010720,0.010720,0.053601,0.010359,0.009791,0.003420,-0.002945,-0.004545,-0.004614,0.005570,0.000314,0.009737,0.003425,0.011967,0.007729,0.004363,-0.001212,0.006240,0.002751,0.001610,0.002188,0.008734,0.006182,0.009946,0.002134,0.007850,0.004305,0.003272,-0.000997,-0.008008,-0.005482,-0.001952,-0.008675,0.009372,0.005427,0.013800,0.008414,0.006945,0.004552,0.003330,-0.003030,-0.004640,-0.010869,-0.002458,-0.008003,0.003081,0.000196,0.005620,-0.002966,0.004345,-0.002526,-0.000944,-0.002878,0.003807,0.003088,0.003418,0.000708,0.009063,0.004905,0.009324,0.002095,0.001751,-0.005999
seq6173,0.090433,0.051676,0.025838,0.051676,0.064595,0.090433,0.064595,0.077514,0.025838,0.012919,0.077514,0.025838,0.038757,0.038757,0.077514,0.077514,0.077514,0.000000,0.025838,0.038757,-0.004584,-0.005013,0.004220,0.000658,-0.002362,-0.000968,0.004071,0.002253,-0.006966,-0.012345,-0.008361,-0.007110,-0.000923,0.002932,-0.002031,-0.005993,0.000668,0.004534,0.003377,0.002578,0.003892,0.002353,0.005589,0.004347,-0.002742,-0.001445,0.003949,0.006286,-0.008187,-0.005945,0.006166,0.001198,-0.002859,-0.005823,-0.000751,0.000763,0.000723,-0.005828,0.006690,-0.003264,0.012294,0.008952,0.001433,0.000036,-0.001234,-0.001460,0.002581,0.007376,-0.002446,0.003295,-0.003736,-0.005148,-0.014847,-0.012969,0.004560,0.001499,-0.005158,-0.006128,0.004374,-0.000540
seq6174,0.086038,0.049165,0.024582,0.012291,0.024582,0.049165,0.049165,0.098330,0.049165,0.061456,0.122912,0.061456,0.024582,0.061456,0.049165,0.049165,0.049165,0.000000,0.012291,0.049165,0.013493,0.014424,0.005376,0.013322,0.000069,-0.001426,0.003728,0.000210,-0.001175,-0.003404,-0.003517,-0.008727,-0.001988,0.002441,-0.005534,-0.008195,-0.001467,0.006011,-0.006352,-0.005166,0.001614,0.003233,0.004877,0.003974,0.002654,0.003199,-0.003112,0.007314,-0.005956,-0.003816,-0.002178,0.011882,-0.003648,-0.001630,-0.000668,0.003254,-0.000918,-0.005545,-0.001507,-0.003441,-0.007600,-0.008247,-0.009464,-0.005577,0.005171,0.006921,0.007459,-0.007395,0.006451,0.003371,-0.005348,-0.012852,0.002197,-0.002427,0.003406,-0.009076,0.010011,0.007812,0.005143,0.005045
seq6175,0.201602,0.075601,0.000000,0.025200,0.000000,0.037800,0.075601,0.063001,0.012600,0.025200,0.088201,0.025200,0.037800,0.037800,0.050401,0.088201,0.050401,0.000000,0.012600,0.100801,-0.001850,-0.002287,-0.001805,-0.009612,0.004501,0.001307,0.004042,0.000949,0.000835,0.000151,-0.003407,-0.000866,0.001981,-0.003614,0.002276,-0.000978,0.002059,0.001158,-0.000676,0.007914,-0.002592,-0.005589,0.002490,0.005814,-0.003934,-0.000177,-0.003413,0.003226,-0.002264,-0.007178,0.001487,0.003639,0.002130,0.001267,-0.003818,-0.006140,0.008022,0.007927,0.000547,-0.005697,-0.007466,-0.014516,0.006127,0.014448,0.002411,0.000744,0.004269,0.001660,-0.008542,-0.010996,0.005636,-0.002986,0.005958,0.008130,-0.001334,0.003032,-0.005411,-0.012884,0.004519,0.001364
seq6176,0.036208,0.048277,0.024139,0.048277,0.000000,0.024139,0.024139,0.108624,0.036208,0.024139,0.156901,0.036208,0.036208,0.060347,0.072416,0.072416,0.060347,0.024139,0.024139,0.048277,-0.005117,-0.003716,0.006379,0.009505,0.002706,0.007996,0.002508,0.001208,0.005937,0.010693,-0.003451,-0.002929,0.002410,0.009754,-0.005132,-0.002450,0.002313,0.009500,-0.007559,-0.009453,-0.006860,-0.004047,-0.002621,0.007549,-0.001273,-0.002973,0.003378,0.006939,-0.005276,-0.003982,0.004362,0.007232,0.000027,-0.001909,0.003197,-0.001047,0.002760,0.004687,-0.004982,-0.004218,0.007873,0.006179,-0.001450,-0.001656,0.005838,0.002044,-0.003413,-0.004371,0.001402,-0.001270,-0.002615,-0.003956,-0.003935,-0.003508,0.004788,0.001579,-0.002713,0.000787,0.001005,-0.000202
seq6177,0.035114,0.046819,0.058524,0.035114,0.023410,0.081933,0.023410,0.070229,0.000000,0.058524,0.081933,0.000000,0.070229,0.046819,0.093638,0.035114,0.046819,0.058524,0.035114,0.035114,0.006655,0.000533,0.004233,0.003944,0.007789,0.007213,0.000083,-0.007213,-0.002366,-0.001889,-0.002844,-0.003332,-0.003272,-0.002590,-0.000635,-0.001692,0.000050,-0.001243,0.002838,0.004701,0.000325,-0.007809,0.004480,0.005484,0.001667,0.002757,0.001182,-0.000267,0.002935,0.009092,0.002760,0.001413,0.009550,0.004236,0.008407,0.003859,0.001180,-0.003098,0.004247,0.008151,0.004343,0.005806,-0.006936,-0.005496,-0.007076,-0.006149,-0.003570,-0.006696,-0.006086,-0.004971,-0.006269,-0.009346,0.002710,0.004301,0.005738,0.008019,0.010397,0.005732,0.005722,0.001930
seq6178,0.113840,0.037947,0.012649,0.025298,0.012649,0.037947,0.050596,0.050596,0.012649,0.050596,0.126489,0.050596,0.037947,0.012649,0.101191,0.101191,0.037947,0.000000,0.050596,0.088542,-0.002805,-0.000132,-0.011607,-0.007032,0.001600,0.003851,0.006959,0.008176,0.006737,0.005341,-0.002568,0.000165,0.002370,0.001645,0.001183,0.002229,-0.002644,-0.003023,0.002140,0.003360,0.004733,0.009325,0.004135,0.000039,-0.004994,-0.012449,-0.005928,-0.006338,0.008487,0.012313,0.004037,-0.000155,-0.007143,-0.007398,-0.002316,-0.002629,0.002994,0.003555,0.003669,-0.001502,-0.001430,0.004861,-0.003117,-0.003011,0.001045,0.003817,-0.003538,-0.004875,-0.006546,-0.009193,0.002043,0.004948,-0.001292,-0.004309,0.000969,-0.003729,-0.006705,-0.000414,-0.004126,0.004312
seq6179,0.174374,0.077500,0.009687,0.019375,0.000000,0.038750,0.038750,0.067812,0.009687,0.000000,0.009687,0.067812,0.029062,0.009687,0.106562,0.058125,0.038750,0.009687,0.000000,0.009687,0.003333,-0.001279,0.000817,-0.001544,0.007670,0.003668,0.006221,0.001801,0.010260,0.009099,0.003770,-0.002831,0.008280,0.004303,0.013317,0.007479,0.004445,0.002840,0.004096,0.000474,0.006387,0.002186,0.003743,-0.000544,0.009113,0.003360,0.013697,0.010060,0.006030,0.003414,0.002261,-0.002442,0.005606,-0.002608,0.002148,-0.002097,0.005630,0.000402,0.007807,0.002140,0.005600,0.001952,0.009589,0.003582,0.003506,-0.004923,-0.000068,-0.002242,0.008699,0.008197,0.005230,-0.003033,0.004407,0.001003,0.008027,0.000523,0.005670,0.000076,0.004302,0.002392
seq6180,0.058923,0.023569,0.011785,0.023569,0.011785,0.047139,0.035354,0.011785,0.011785,0.035354,0.129632,0.082493,0.035354,0.035354,0.035354,0.164986,0.047139,0.058923,0.035354,0.047139,0.007827,0.005651,0.006676,0.008298,0.002346,0.002982,0.003681,0.000506,-0.006013,-0.005543,0.004646,0.008461,0.001208,-0.002459,-0.005914,0.002862,-0.003485,0.001969,-0.003146,-0.002604,-0.004693,-0.006791,0.003222,0.002169,0.004550,-0.001057,0.007241,0.007755,0.000171,-0.001265,0.007207,0.006762,-0.002949,-0.001916,0.005844,0.004632,0.006832,-0.006754,0.007274,0.008002,-0.011209,-0.011001,-0.001148,0.001269,0.001245,0.005621,0.000315,0.007508,0.004304,-0.000780,0.006662,0.007351,-0.008951,-0.009648,-0.005155,-0.004861,0.002537,-0.000266,-0.000669,-0.000085
seq6181,0.064448,0.064448,0.025779,0.116006,0.000000,0.051558,0.025779,0.103116,0.025779,0.103116,0.128895,0.064448,0.038669,0.051558,0.012890,0.038669,0.025779,0.000000,0.012890,0.077337,-0.003683,-0.002048,0.000213,0.002440,-0.011416,-0.013622,-0.003362,-0.005179,0.004548,0.004786,-0.000906,0.001128,0.003967,0.006494,0.001035,0.003038,-0.001049,-0.004603,0.005725,-0.004324,-0.001972,-0.008839,0.000593,-0.008507,-0.003637,-0.009104,0.001050,0.006512,-0.001121,-0.002281,-0.007122,-0.007215,0.000272,-0.003750,0.009861,0.001808,-0.006660,-0.008044,0.000592,-0.001077,0.002154,0.003427,0.007787,0.009882,-0.001315,0.002296,0.001683,-0.005556,-0.003599,-0.004403,0.006561,0.008590,-0.001111,-0.000440,0.007515,0.009186,-0.004322,-0.004711,0.000909,-0.000235
seq6182,0.151098,0.050366,0.025183,0.037774,0.000000,0.050366,0.050366,0.100732,0.037774,0.037774,0.088140,0.037774,0.037774,0.012591,0.062957,0.062957,0.012591,0.025183,0.025183,0.100732,0.005120,0.006669,0.002197,0.002780,0.002778,0.002335,-0.004557,-0.007021,-0.005400,-0.003829,-0.006127,-0.002306,-0.001444,-0.006686,0.001767,0.005433,-0.000894,-0.001544,-0.006572,-0.006770,0.002704,0.007519,0.007158,0.000662,0.004951,0.008191,0.005890,0.005786,0.003938,0.001983,-0.007684,-0.005212,-0.008013,-0.005990,-0.004361,-0.003379,-0.008907,-0.005325,0.002024,0.001829,0.005635,0.000180,0.000749,-0.001963,-0.000561,-0.002563,-0.002596,0.001433,0.001352,0.007761,0.003477,0.004678,0.005904,0.002482,-0.000124,0.003859,-0.000963,0.000467,-0.009742,-0.006477
seq6183,0.151138,0.050379,0.025190,0.037784,0.000000,0.050379,0.050379,0.088164,0.037784,0.037784,0.088164,0.037784,0.037784,0.012595,0.062974,0.075569,0.012595,0.025190,0.025190,0.100758,0.005036,0.005917,0.002238,0.002646,0.002987,0.002754,-0.004377,-0.006681,-0.005218,-0.002649,-0.006104,-0.001938,-0.001461,-0.006985,0.001691,0.004910,-0.000881,-0.001781,-0.006702,-0.006902,0.002730,0.007917,0.007016,0.000049,0.004819,0.008057,0.005873,0.006000,0.003920,0.001650,-0.007471,-0.004393,-0.008001,-0.006259,-0.004140,-0.002871,-0.008683,-0.004466,0.001911,0.001211,0.005543,-0.000461,0.000729,-0.002338,-0.000658,-0.003227,-0.002619,0.001046,0.001267,0.007355,0.003495,0.004368,0.005923,0.002404,-0.000255,0.002931,-0.000693,0.002205,-0.009769,-0.006198
