Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq6467,0.066312,0.051576,0.036840,0.029472,0.007368,0.000000,0.022104,0.044208,0.007368,0.014736,0.058944,0.022104,0.007368,0.029472,0.029472,0.022104,0.044208,0.007368,0.029472,0.058944,0.015416,0.013554,0.012057,0.013338,0.014555,0.010998,0.014020,0.014349,0.009050,0.012622,0.013470,0.014087,0.012315,0.015418,0.010754,0.015796,0.013392,0.013944,0.013008,0.015423,0.013604,0.014419,0.015158,0.015004,0.013713,0.012476,0.015862,0.014218,0.014410,0.014125,0.111363,0.086616,0.061868,0.049495,0.012374,0.000000,0.037121,0.074242,0.012374,0.024747,0.098989,0.037121,0.012374,0.049495,0.049495,0.037121,0.074242,0.012374,0.049495,0.098989,0.000245,0.000412,0.000342,0.000307,0.000393,0.000403,0.000394,0.000372,0.000376,0.000297,0.000274,0.000312,0.000339,0.000247,0.000241,0.000325,0.000361,0.000275,0.000319,0.000338,0.000366,0.000435,0.000408,0.000324,0.000320,0.000365,0.000444,0.000398,0.000242,0.000232,0.056659,0.044068,0.031477,0.025182,0.006295,0.000000,0.018886,0.037773,0.006295,0.012591,0.050364,0.018886,0.006295,0.025182,0.025182,0.018886,0.037773,0.006295,0.025182,0.050364,0.018866,0.016304,0.014740,0.017566,0.018320,0.014584,0.016652,0.017738,0.011179,0.014771,0.016755,0.017081,0.016112,0.018954,0.012278,0.019642,0.018905,0.015353,0.016151,0.016800,0.014614,0.016515,0.018683,0.017011,0.016835,0.017317,0.018817,0.017529,0.013197,0.017091
seq6468,0.020458,0.047736,0.027278,0.013639,0.000000,0.020458,0.040917,0.027278,0.000000,0.054556,0.075014,0.034097,0.006819,0.006819,0.020458,0.081834,0.013639,0.006819,0.013639,0.034097,0.014814,0.016540,0.012417,0.014826,0.017142,0.015300,0.016230,0.013640,0.016460,0.017838,0.014643,0.015216,0.015584,0.015434,0.015985,0.013024,0.012980,0.016193,0.014074,0.013914,0.015236,0.015733,0.014322,0.014392,0.016607,0.016350,0.014008,0.015121,0.016719,0.013700,0.037152,0.086689,0.049537,0.024768,0.000000,0.037152,0.074305,0.049537,0.000000,0.099073,0.136226,0.061921,0.012384,0.012384,0.037152,0.148610,0.024768,0.012384,0.024768,0.061921,0.000360,0.000320,0.000268,0.000301,0.000299,0.000292,0.000356,0.000275,0.000257,0.000333,0.000299,0.000280,0.000336,0.000270,0.000344,0.000343,0.000217,0.000325,0.000355,0.000233,0.000347,0.000374,0.000240,0.000311,0.000351,0.000298,0.000344,0.000347,0.000282,0.000313,0.017117,0.039941,0.022823,0.011412,0.000000,0.017117,0.034235,0.022823,0.000000,0.045647,0.062764,0.028529,0.005706,0.005706,0.017117,0.068470,0.011412,0.005706,0.011412,0.028529,0.017412,0.018414,0.015271,0.018675,0.019985,0.015804,0.020077,0.017018,0.018319,0.022203,0.018208,0.020068,0.021125,0.018980,0.017805,0.017171,0.014783,0.017792,0.019034,0.017223,0.018393,0.019025,0.016965,0.016329,0.020472,0.018712,0.014074,0.017487,0.020554,0.016157
seq6469,0.026723,0.040084,0.006681,0.020042,0.013361,0.006681,0.033403,0.046765,0.013361,0.000000,0.100210,0.013361,0.006681,0.033403,0.053445,0.026723,0.033403,0.013361,0.026723,0.020042,0.018491,0.014405,0.012838,0.015577,0.013976,0.016728,0.016458,0.012976,0.015778,0.016151,0.015260,0.015340,0.014326,0.016703,0.016686,0.017471,0.013726,0.017625,0.014200,0.016311,0.016091,0.013092,0.018428,0.014214,0.016009,0.014882,0.015030,0.018341,0.013802,0.014634,0.049621,0.074431,0.012405,0.037215,0.024810,0.012405,0.062026,0.086836,0.024810,0.000000,0.186077,0.024810,0.012405,0.062026,0.099241,0.049621,0.062026,0.024810,0.049621,0.037215,0.000281,0.000237,0.000284,0.000256,0.000237,0.000231,0.000293,0.000276,0.000229,0.000241,0.000221,0.000236,0.000311,0.000225,0.000288,0.000260,0.000270,0.000249,0.000241,0.000176,0.000288,0.000216,0.000237,0.000264,0.000232,0.000274,0.000334,0.000206,0.000253,0.000243,0.023724,0.035586,0.005931,0.017793,0.011862,0.005931,0.029655,0.041517,0.011862,0.000000,0.088964,0.011862,0.005931,0.029655,0.047448,0.023724,0.029655,0.011862,0.023724,0.017793,0.020235,0.017309,0.014211,0.017171,0.016604,0.017164,0.019531,0.013959,0.020962,0.019405,0.016645,0.018823,0.013769,0.017882,0.021282,0.016774,0.017092,0.020493,0.015420,0.021134,0.018909,0.015069,0.022886,0.015292,0.015833,0.016621,0.016299,0.021034,0.013731,0.013986
seq6470,0.041226,0.020613,0.034355,0.034355,0.041226,0.027484,0.006871,0.061840,0.006871,0.013742,0.082453,0.034355,0.013742,0.013742,0.020613,0.027484,0.020613,0.006871,0.020613,0.020613,0.014548,0.015178,0.012537,0.014797,0.014306,0.012705,0.014120,0.015290,0.014336,0.014674,0.013093,0.016235,0.015315,0.014809,0.015774,0.015454,0.014599,0.014650,0.016138,0.015652,0.015356,0.015842,0.014549,0.015824,0.015902,0.015462,0.015202,0.016198,0.016533,0.015237,0.074220,0.037110,0.061850,0.061850,0.074220,0.049480,0.012370,0.111330,0.012370,0.024740,0.148440,0.061850,0.024740,0.024740,0.037110,0.049480,0.037110,0.012370,0.037110,0.037110,0.000278,0.000300,0.000274,0.000365,0.000285,0.000280,0.000364,0.000386,0.000419,0.000393,0.000375,0.000379,0.000344,0.000455,0.000430,0.000380,0.000339,0.000359,0.000339,0.000367,0.000330,0.000334,0.000289,0.000306,0.000333,0.000282,0.000387,0.000330,0.000310,0.000387,0.036896,0.018448,0.030747,0.030747,0.036896,0.024598,0.006149,0.055345,0.006149,0.012299,0.073793,0.030747,0.012299,0.012299,0.018448,0.024598,0.018448,0.006149,0.018448,0.018448,0.014578,0.016607,0.015339,0.016235,0.016733,0.014008,0.016413,0.015437,0.014950,0.016831,0.016994,0.019064,0.017066,0.019523,0.015481,0.016554,0.016516,0.019303,0.016379,0.018508,0.020231,0.018532,0.017857,0.017897,0.017115,0.016210,0.017649,0.015695,0.019085,0.015257
seq6471,0.078123,0.056817,0.014204,0.056817,0.000000,0.007102,0.014204,0.063919,0.014204,0.028408,0.078123,0.000000,0.007102,0.021306,0.028408,0.014204,0.014204,0.000000,0.014204,0.056817,0.014385,0.015991,0.015569,0.015122,0.013145,0.016031,0.015544,0.015178,0.012891,0.013463,0.015603,0.014273,0.013623,0.013890,0.014956,0.014141,0.013728,0.013742,0.014447,0.014629,0.012629,0.014392,0.012855,0.014485,0.012835,0.016024,0.016469,0.014748,0.014073,0.012972,0.135964,0.098883,0.024721,0.098883,0.000000,0.012360,0.024721,0.111244,0.024721,0.049442,0.135964,0.000000,0.012360,0.037081,0.049442,0.024721,0.024721,0.000000,0.024721,0.098883,0.000413,0.000376,0.000380,0.000382,0.000321,0.000385,0.000339,0.000403,0.000373,0.000393,0.000353,0.000350,0.000352,0.000406,0.000335,0.000339,0.000369,0.000412,0.000405,0.000399,0.000393,0.000357,0.000352,0.000467,0.000328,0.000340,0.000409,0.000331,0.000332,0.000373,0.073299,0.053308,0.013327,0.053308,0.000000,0.006664,0.013327,0.059972,0.013327,0.026654,0.073299,0.000000,0.006664,0.019991,0.026654,0.013327,0.013327,0.000000,0.013327,0.053308,0.014685,0.018982,0.018953,0.015584,0.012141,0.017393,0.016442,0.015691,0.012560,0.016069,0.018272,0.018843,0.014559,0.013365,0.017131,0.013770,0.015973,0.016990,0.017020,0.016850,0.014930,0.014512,0.012942,0.013480,0.011294,0.018012,0.020239,0.017830,0.013301,0.009103
seq6472,0.021163,0.021163,0.049380,0.056434,0.000000,0.000000,0.028217,0.028217,0.028217,0.042326,0.021163,0.042326,0.021163,0.035271,0.035271,0.049380,0.007054,0.007054,0.042326,0.028217,0.014137,0.016285,0.013017,0.014877,0.013461,0.013604,0.016014,0.013989,0.015300,0.013667,0.015087,0.016125,0.013444,0.014447,0.015667,0.013746,0.012364,0.013065,0.013152,0.014961,0.015217,0.014037,0.013099,0.014030,0.016031,0.016102,0.015489,0.016616,0.014038,0.014590,0.037073,0.037073,0.086503,0.098861,0.000000,0.000000,0.049431,0.049431,0.049431,0.074146,0.037073,0.074146,0.037073,0.061788,0.061788,0.086503,0.012358,0.012358,0.074146,0.049431,0.000383,0.000463,0.000417,0.000319,0.000400,0.000379,0.000425,0.000341,0.000359,0.000367,0.000418,0.000372,0.000349,0.000298,0.000355,0.000490,0.000406,0.000288,0.000311,0.000477,0.000317,0.000392,0.000299,0.000336,0.000372,0.000423,0.000352,0.000432,0.000390,0.000459,0.017239,0.017239,0.040224,0.045970,0.000000,0.000000,0.022985,0.022985,0.022985,0.034478,0.017239,0.034478,0.017239,0.028731,0.028731,0.040224,0.005746,0.005746,0.034478,0.022985,0.018895,0.021649,0.014166,0.018632,0.018228,0.016608,0.017813,0.015964,0.017307,0.015031,0.019565,0.019874,0.014253,0.018154,0.019551,0.017654,0.014416,0.015927,0.018220,0.019226,0.018974,0.017187,0.015751,0.020394,0.022125,0.017750,0.021047,0.022612,0.016211,0.017113
seq6473,0.013968,0.027936,0.062855,0.013968,0.020952,0.027936,0.020952,0.000000,0.006984,0.027936,0.062855,0.055871,0.013968,0.027936,0.013968,0.062855,0.062855,0.000000,0.006984,0.027936,0.018027,0.014866,0.014583,0.012668,0.017114,0.014946,0.015366,0.014304,0.014266,0.016938,0.013687,0.015647,0.014866,0.015585,0.012122,0.017699,0.013600,0.015231,0.012519,0.016888,0.011773,0.012756,0.015332,0.015019,0.012620,0.016083,0.011467,0.017081,0.015854,0.012379,0.024795,0.049591,0.111579,0.024795,0.037193,0.049591,0.037193,0.000000,0.012398,0.049591,0.111579,0.099181,0.024795,0.049591,0.024795,0.111579,0.111579,0.000000,0.012398,0.049591,0.000333,0.000292,0.000289,0.000225,0.000289,0.000318,0.000272,0.000243,0.000287,0.000260,0.000273,0.000273,0.000274,0.000237,0.000303,0.000246,0.000267,0.000246,0.000207,0.000309,0.000230,0.000305,0.000258,0.000313,0.000295,0.000270,0.000295,0.000232,0.000287,0.000262,0.012319,0.024638,0.055436,0.012319,0.018479,0.024638,0.018479,0.000000,0.006160,0.024638,0.055436,0.049276,0.012319,0.024638,0.012319,0.055436,0.055436,0.000000,0.006160,0.024638,0.019860,0.017046,0.016030,0.014966,0.019534,0.017927,0.016198,0.015466,0.018926,0.019121,0.013361,0.019077,0.018863,0.016994,0.012398,0.018715,0.016808,0.020846,0.012324,0.021153,0.014871,0.013255,0.018578,0.017072,0.015004,0.016767,0.017503,0.019372,0.017205,0.011996
seq6474,0.111984,0.029862,0.029862,0.014931,0.000000,0.014931,0.052259,0.052259,0.022397,0.037328,0.059725,0.022397,0.007466,0.007466,0.022397,0.022397,0.007466,0.000000,0.014931,0.067190,0.015415,0.010539,0.012503,0.011401,0.013620,0.014500,0.010334,0.014246,0.011821,0.014593,0.010138,0.015644,0.014361,0.013542,0.012005,0.013286,0.014387,0.010489,0.013654,0.014294,0.013387,0.014654,0.014762,0.013528,0.014050,0.013567,0.014391,0.015114,0.013676,0.014853,0.185792,0.049544,0.049544,0.024772,0.000000,0.024772,0.086703,0.086703,0.037158,0.061931,0.099089,0.037158,0.012386,0.012386,0.037158,0.037158,0.012386,0.000000,0.024772,0.111475,0.000326,0.000295,0.000345,0.000315,0.000384,0.000318,0.000303,0.000295,0.000294,0.000290,0.000298,0.000267,0.000316,0.000309,0.000255,0.000303,0.000296,0.000253,0.000268,0.000314,0.000307,0.000290,0.000311,0.000343,0.000345,0.000340,0.000262,0.000292,0.000266,0.000310,0.103562,0.027617,0.027617,0.013808,0.000000,0.013808,0.048329,0.048329,0.020712,0.034521,0.055233,0.020712,0.006904,0.006904,0.020712,0.020712,0.006904,0.000000,0.013808,0.062137,0.014153,0.010327,0.012915,0.015273,0.015202,0.015374,0.013698,0.014873,0.012143,0.016640,0.013722,0.016156,0.016780,0.015633,0.014387,0.012979,0.013959,0.011311,0.014541,0.014406,0.014846,0.017818,0.017717,0.015097,0.017059,0.015751,0.015073,0.016945,0.015577,0.017314
seq6475,0.058077,0.029039,0.014519,0.029039,0.021779,0.036298,0.021779,0.014519,0.007260,0.021779,0.072596,0.029039,0.014519,0.029039,0.029039,0.058077,0.014519,0.007260,0.007260,0.065337,0.012249,0.012290,0.014919,0.015117,0.014828,0.011942,0.013508,0.011846,0.012310,0.015486,0.013708,0.014549,0.012345,0.013770,0.014680,0.015385,0.013327,0.014700,0.012859,0.013185,0.014118,0.012662,0.014459,0.014897,0.015073,0.015541,0.014988,0.014919,0.015207,0.014363,0.099089,0.049545,0.024772,0.049545,0.037159,0.061931,0.037159,0.024772,0.012386,0.037159,0.123862,0.049545,0.024772,0.049545,0.049545,0.099089,0.024772,0.012386,0.012386,0.111476,0.000317,0.000311,0.000257,0.000305,0.000295,0.000326,0.000261,0.000288,0.000296,0.000267,0.000342,0.000258,0.000353,0.000324,0.000296,0.000353,0.000317,0.000318,0.000308,0.000302,0.000245,0.000281,0.000332,0.000317,0.000330,0.000329,0.000280,0.000305,0.000292,0.000302,0.051828,0.025914,0.012957,0.025914,0.019435,0.032392,0.019435,0.012957,0.006478,0.019435,0.064785,0.025914,0.012957,0.025914,0.025914,0.051828,0.012957,0.006478,0.006478,0.058306,0.014141,0.016445,0.015908,0.019223,0.014779,0.014167,0.016836,0.013395,0.014362,0.018914,0.014148,0.017071,0.013945,0.013057,0.018284,0.016273,0.015813,0.017702,0.015422,0.017434,0.016230,0.013435,0.016680,0.016552,0.015875,0.018706,0.016425,0.017517,0.018982,0.014002
seq6476,0.065359,0.021786,0.029048,0.021786,0.000000,0.014524,0.036310,0.043572,0.029048,0.007262,0.050834,0.029048,0.014524,0.021786,0.043572,0.050834,0.029048,0.014524,0.021786,0.036310,0.014857,0.014533,0.013447,0.011704,0.013178,0.013974,0.013997,0.012216,0.014111,0.015193,0.012473,0.013769,0.014268,0.014445,0.013394,0.014526,0.013437,0.013612,0.014441,0.016009,0.012873,0.014393,0.015782,0.015482,0.014297,0.013336,0.012272,0.016000,0.012380,0.014636,0.111612,0.037204,0.049605,0.037204,0.000000,0.024803,0.062006,0.074408,0.049605,0.012401,0.086809,0.049605,0.024803,0.037204,0.074408,0.086809,0.049605,0.024803,0.037204,0.062006,0.000311,0.000267,0.000244,0.000295,0.000206,0.000311,0.000252,0.000312,0.000292,0.000210,0.000236,0.000287,0.000255,0.000177,0.000236,0.000253,0.000256,0.000329,0.000217,0.000266,0.000233,0.000265,0.000365,0.000198,0.000253,0.000303,0.000244,0.000310,0.000265,0.000249,0.055903,0.018634,0.024846,0.018634,0.000000,0.012423,0.031057,0.037269,0.024846,0.006211,0.043480,0.024846,0.012423,0.018634,0.037269,0.043480,0.024846,0.012423,0.018634,0.031057,0.017041,0.019869,0.015308,0.013364,0.016347,0.017349,0.013812,0.015033,0.019616,0.017001,0.014630,0.015156,0.019427,0.017841,0.015222,0.017582,0.019527,0.016506,0.018212,0.018632,0.014919,0.016031,0.017479,0.018348,0.016888,0.014720,0.014159,0.019567,0.016017,0.017480
seq6477,0.070583,0.049408,0.007058,0.007058,0.014117,0.028233,0.014117,0.070583,0.007058,0.007058,0.105875,0.000000,0.014117,0.000000,0.028233,0.063525,0.021175,0.000000,0.014117,0.042350,0.015468,0.015504,0.015337,0.014305,0.015400,0.012194,0.012658,0.014256,0.013173,0.014472,0.012077,0.014430,0.012700,0.016791,0.014483,0.014857,0.013003,0.013421,0.013449,0.016102,0.015662,0.014927,0.016971,0.013046,0.014668,0.015214,0.015435,0.012391,0.017520,0.015422,0.124052,0.086837,0.012405,0.012405,0.024810,0.049621,0.024810,0.124052,0.012405,0.012405,0.186078,0.000000,0.024810,0.000000,0.049621,0.111647,0.037216,0.000000,0.024810,0.074431,0.000228,0.000270,0.000254,0.000303,0.000259,0.000268,0.000232,0.000207,0.000231,0.000252,0.000285,0.000266,0.000259,0.000317,0.000254,0.000233,0.000224,0.000218,0.000197,0.000237,0.000277,0.000276,0.000281,0.000249,0.000258,0.000223,0.000208,0.000189,0.000269,0.000358,0.069076,0.048353,0.006908,0.006908,0.013815,0.027630,0.013815,0.069076,0.006908,0.006908,0.103614,0.000000,0.013815,0.000000,0.027630,0.062168,0.020723,0.000000,0.013815,0.041446,0.013455,0.014009,0.016080,0.015469,0.017480,0.014414,0.013353,0.014112,0.011909,0.015232,0.011626,0.015496,0.013404,0.016001,0.014832,0.017037,0.012146,0.014793,0.013115,0.015688,0.015888,0.017341,0.016615,0.015070,0.017048,0.013500,0.014419,0.013212,0.018858,0.015792
seq6478,0.085156,0.035482,0.000000,0.021289,0.000000,0.007096,0.014193,0.035482,0.028385,0.021289,0.078060,0.000000,0.007096,0.028385,0.035482,0.035482,0.042578,0.014193,0.007096,0.070964,0.012566,0.010558,0.013671,0.014144,0.013898,0.014325,0.012356,0.013547,0.013667,0.016100,0.015315,0.016316,0.013946,0.014918,0.014910,0.014424,0.014831,0.015361,0.014232,0.013255,0.015646,0.012980,0.016780,0.015532,0.016207,0.017052,0.013552,0.014185,0.013320,0.014695,0.148541,0.061892,0.000000,0.037135,0.000000,0.012378,0.024757,0.061892,0.049514,0.037135,0.136163,0.000000,0.012378,0.049514,0.061892,0.061892,0.074271,0.024757,0.012378,0.123785,0.000269,0.000299,0.000300,0.000360,0.000346,0.000262,0.000347,0.000345,0.000306,0.000327,0.000230,0.000212,0.000320,0.000334,0.000362,0.000402,0.000339,0.000318,0.000368,0.000342,0.000320,0.000284,0.000239,0.000291,0.000285,0.000403,0.000401,0.000393,0.000327,0.000393,0.071838,0.029932,0.000000,0.017959,0.000000,0.005986,0.011973,0.029932,0.023946,0.017959,0.065851,0.000000,0.005986,0.023946,0.029932,0.029932,0.035919,0.011973,0.005986,0.059865,0.011645,0.013523,0.015324,0.017093,0.016657,0.016081,0.012865,0.016433,0.016141,0.018580,0.021868,0.017976,0.017599,0.017147,0.018044,0.018129,0.018072,0.019969,0.017874,0.017001,0.018148,0.015385,0.019036,0.020789,0.020370,0.020523,0.018243,0.018243,0.015549,0.016779
seq6479,0.069944,0.034972,0.013989,0.027978,0.006994,0.027978,0.027978,0.041967,0.000000,0.041967,0.097922,0.006994,0.013989,0.006994,0.034972,0.027978,0.034972,0.000000,0.013989,0.027978,0.016512,0.013872,0.013424,0.015803,0.014591,0.012323,0.014348,0.015328,0.011556,0.014440,0.012331,0.015165,0.013723,0.015893,0.013650,0.016097,0.017062,0.012176,0.014477,0.013112,0.013867,0.015001,0.015431,0.015323,0.014030,0.016843,0.017211,0.017387,0.013756,0.015714,0.123921,0.061961,0.024784,0.049569,0.012392,0.049569,0.049569,0.074353,0.000000,0.074353,0.173490,0.012392,0.024784,0.012392,0.061961,0.049569,0.061961,0.000000,0.024784,0.049569,0.000272,0.000296,0.000263,0.000288,0.000246,0.000222,0.000282,0.000306,0.000297,0.000255,0.000299,0.000258,0.000234,0.000288,0.000267,0.000253,0.000324,0.000248,0.000249,0.000278,0.000329,0.000299,0.000347,0.000357,0.000259,0.000343,0.000371,0.000293,0.000327,0.000278,0.062970,0.031485,0.012594,0.025188,0.006297,0.025188,0.025188,0.037782,0.000000,0.037782,0.088158,0.006297,0.012594,0.006297,0.031485,0.025188,0.031485,0.000000,0.012594,0.025188,0.016192,0.015367,0.015400,0.017415,0.018645,0.015576,0.017349,0.017372,0.012086,0.015214,0.014684,0.016035,0.017996,0.018242,0.014699,0.019731,0.018360,0.015355,0.017681,0.013632,0.013143,0.018095,0.016517,0.017694,0.017792,0.020652,0.016058,0.021751,0.013537,0.013970
seq6480,0.079043,0.035929,0.007186,0.043114,0.000000,0.000000,0.043114,0.043114,0.007186,0.014371,0.071857,0.014371,0.007186,0.021557,0.043114,0.021557,0.035929,0.007186,0.014371,0.064672,0.014293,0.012754,0.016928,0.016099,0.015891,0.014382,0.012323,0.014570,0.013446,0.012896,0.013792,0.014115,0.013154,0.014124,0.014637,0.015557,0.011775,0.014766,0.012080,0.013558,0.013788,0.014923,0.016661,0.014966,0.016037,0.013052,0.010770,0.013784,0.013976,0.016047,0.136292,0.061951,0.012390,0.074341,0.000000,0.000000,0.074341,0.074341,0.012390,0.024780,0.123901,0.024780,0.012390,0.037170,0.074341,0.037170,0.061951,0.012390,0.024780,0.111511,0.000301,0.000315,0.000250,0.000326,0.000336,0.000300,0.000339,0.000300,0.000339,0.000340,0.000249,0.000339,0.000320,0.000276,0.000301,0.000305,0.000234,0.000342,0.000302,0.000309,0.000288,0.000288,0.000298,0.000254,0.000293,0.000305,0.000217,0.000197,0.000301,0.000226,0.072575,0.032989,0.006598,0.039586,0.000000,0.000000,0.039586,0.039586,0.006598,0.013195,0.065977,0.013195,0.006598,0.019793,0.039586,0.019793,0.032989,0.006598,0.013195,0.059379,0.014023,0.013258,0.018397,0.017502,0.019008,0.017608,0.017802,0.015656,0.012858,0.013113,0.014272,0.015055,0.016790,0.018136,0.017305,0.015486,0.013825,0.013684,0.013318,0.016631,0.017507,0.018099,0.020335,0.017327,0.015185,0.013753,0.008779,0.014860,0.014537,0.018072
seq6481,0.051034,0.029162,0.014581,0.029162,0.007291,0.007291,0.036453,0.065615,0.029162,0.036453,0.029162,0.029162,0.014581,0.043744,0.036453,0.007291,0.036453,0.007291,0.029162,0.043744,0.014884,0.014910,0.013933,0.013423,0.013523,0.014291,0.015933,0.012338,0.012680,0.014571,0.014405,0.014467,0.013111,0.015435,0.013855,0.014337,0.013575,0.014462,0.014342,0.013744,0.014497,0.013143,0.013475,0.014086,0.010315,0.014307,0.014856,0.013036,0.013289,0.013531,0.086539,0.049451,0.024725,0.049451,0.012363,0.012363,0.061814,0.111265,0.049451,0.061814,0.049451,0.049451,0.024725,0.074176,0.061814,0.012363,0.061814,0.012363,0.049451,0.074176,0.000409,0.000401,0.000390,0.000363,0.000361,0.000374,0.000340,0.000378,0.000319,0.000328,0.000426,0.000374,0.000362,0.000290,0.000404,0.000355,0.000357,0.000365,0.000362,0.000370,0.000339,0.000414,0.000369,0.000321,0.000422,0.000311,0.000347,0.000402,0.000410,0.000316,0.041922,0.023956,0.011978,0.023956,0.005989,0.005989,0.029944,0.053900,0.023956,0.029944,0.023956,0.023956,0.011978,0.035933,0.029944,0.005989,0.029944,0.005989,0.023956,0.035933,0.018549,0.018627,0.018413,0.017800,0.018090,0.018571,0.018885,0.014957,0.016943,0.018852,0.017481,0.016379,0.014744,0.020271,0.016706,0.015460,0.016124,0.015121,0.019361,0.018531,0.018416,0.017002,0.014925,0.018220,0.011974,0.015878,0.018901,0.018512,0.017439,0.019759
seq6482,0.094917,0.029205,0.014603,0.036507,0.000000,0.014603,0.000000,0.043808,0.007301,0.014603,0.087616,0.021904,0.014603,0.007301,0.043808,0.051109,0.036507,0.000000,0.000000,0.065712,0.014610,0.015159,0.014919,0.012582,0.013521,0.014202,0.013395,0.012957,0.014451,0.013346,0.014012,0.014869,0.013806,0.013091,0.014709,0.012906,0.015884,0.013124,0.012979,0.013338,0.013567,0.014319,0.013932,0.013858,0.013602,0.013179,0.014653,0.016086,0.014177,0.010662,0.161147,0.049584,0.024792,0.061980,0.000000,0.024792,0.000000,0.074376,0.012396,0.024792,0.148751,0.037188,0.024792,0.012396,0.074376,0.086771,0.061980,0.000000,0.000000,0.111563,0.000326,0.000276,0.000325,0.000304,0.000271,0.000287,0.000301,0.000340,0.000271,0.000246,0.000287,0.000242,0.000273,0.000259,0.000243,0.000219,0.000263,0.000352,0.000280,0.000294,0.000258,0.000239,0.000269,0.000261,0.000253,0.000225,0.000294,0.000298,0.000273,0.000298,0.089330,0.027486,0.013743,0.034358,0.000000,0.013743,0.000000,0.041229,0.006872,0.013743,0.082459,0.020615,0.013743,0.006872,0.041229,0.048101,0.034358,0.000000,0.000000,0.061844,0.015534,0.015405,0.017494,0.013206,0.014877,0.015890,0.015925,0.012812,0.016112,0.015279,0.016555,0.015810,0.017406,0.015784,0.016204,0.015577,0.016487,0.015039,0.012116,0.014672,0.014860,0.012178,0.017361,0.014215,0.013842,0.011864,0.015574,0.016050,0.014483,0.011662
