Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq3724,0.006484,0.012968,0.032419,0.038903,0.006484,0.019452,0.019452,0.038903,0.006484,0.051871,0.058355,0.064839,0.019452,0.025936,0.006484,0.012968,0.045387,0.006484,0.019452,0.025936,0.014927,0.014580,0.016163,0.014935,0.015897,0.013248,0.016409,0.013027,0.015051,0.015638,0.016548,0.016259,0.018628,0.016622,0.017551,0.018144,0.017872,0.016183,0.014740,0.015294,0.016765,0.017931,0.017489,0.018576,0.015934,0.016909,0.013952,0.016229,0.014597,0.015190,0.012364,0.024728,0.061819,0.074183,0.012364,0.037091,0.037091,0.074183,0.012364,0.098910,0.111274,0.123638,0.037091,0.049455,0.012364,0.024728,0.086547,0.012364,0.037091,0.049455,0.000344,0.000369,0.000267,0.000269,0.000389,0.000363,0.000256,0.000337,0.000373,0.000343,0.000323,0.000365,0.000383,0.000343,0.000338,0.000378,0.000390,0.000410,0.000453,0.000409,0.000394,0.000416,0.000340,0.000373,0.000356,0.000356,0.000392,0.000399,0.000358,0.000409,0.005676,0.011352,0.028379,0.034055,0.005676,0.017027,0.017027,0.034055,0.005676,0.045406,0.051082,0.056758,0.017027,0.022703,0.005676,0.011352,0.039730,0.005676,0.017027,0.022703,0.016114,0.017525,0.019652,0.016510,0.018023,0.017716,0.018553,0.013925,0.017227,0.017924,0.018028,0.018290,0.020595,0.020017,0.021350,0.019842,0.023510,0.019142,0.014658,0.017945,0.017737,0.018662,0.018707,0.020577,0.019981,0.020005,0.014336,0.018845,0.015693,0.014848
seq3725,0.021162,0.007054,0.014108,0.028216,0.014108,0.021162,0.035270,0.007054,0.028216,0.056432,0.042324,0.028216,0.007054,0.049378,0.028216,0.056432,0.021162,0.007054,0.021162,0.070540,0.012063,0.016899,0.015863,0.015229,0.016205,0.015441,0.014519,0.012710,0.013108,0.012354,0.014782,0.016696,0.013212,0.013340,0.014495,0.015582,0.012135,0.012433,0.015502,0.016725,0.013526,0.015489,0.015283,0.012797,0.012680,0.013714,0.014666,0.013829,0.016709,0.017695,0.037072,0.012357,0.024715,0.049429,0.024715,0.037072,0.061787,0.012357,0.049429,0.098859,0.074144,0.049429,0.012357,0.086501,0.049429,0.098859,0.037072,0.012357,0.037072,0.123573,0.000432,0.000383,0.000344,0.000433,0.000418,0.000377,0.000390,0.000429,0.000393,0.000287,0.000349,0.000328,0.000431,0.000344,0.000420,0.000368,0.000436,0.000433,0.000386,0.000379,0.000281,0.000299,0.000383,0.000328,0.000345,0.000390,0.000439,0.000364,0.000400,0.000424,0.017126,0.005709,0.011417,0.022835,0.011417,0.017126,0.028543,0.005709,0.022835,0.045669,0.034252,0.022835,0.005709,0.039961,0.022835,0.045669,0.017126,0.005709,0.017126,0.057087,0.015798,0.021274,0.018201,0.017657,0.020611,0.019505,0.019382,0.017692,0.018626,0.014966,0.017448,0.020318,0.015626,0.013988,0.016463,0.020956,0.015253,0.013930,0.021291,0.022145,0.016968,0.019332,0.018914,0.016420,0.015885,0.016601,0.018737,0.016205,0.020289,0.022826
seq3726,0.013724,0.013724,0.006862,0.020586,0.020586,0.034310,0.013724,0.034310,0.013724,0.013724,0.061758,0.075482,0.013724,0.034310,0.006862,0.082344,0.027448,0.006862,0.013724,0.041172,0.013227,0.013327,0.012049,0.012617,0.012560,0.013954,0.014569,0.013300,0.013808,0.016145,0.015585,0.017167,0.016205,0.015252,0.016336,0.014887,0.015589,0.015265,0.016466,0.015376,0.016899,0.014784,0.015712,0.016299,0.015395,0.017725,0.015761,0.014032,0.016915,0.013835,0.024783,0.024783,0.012392,0.037175,0.037175,0.061958,0.024783,0.061958,0.024783,0.024783,0.111524,0.136307,0.024783,0.061958,0.012392,0.148698,0.049566,0.012392,0.024783,0.074349,0.000298,0.000280,0.000292,0.000303,0.000273,0.000302,0.000263,0.000299,0.000284,0.000298,0.000316,0.000326,0.000370,0.000290,0.000341,0.000265,0.000286,0.000367,0.000323,0.000356,0.000266,0.000292,0.000260,0.000255,0.000193,0.000209,0.000284,0.000277,0.000261,0.000249,0.012977,0.012977,0.006488,0.019465,0.019465,0.032442,0.012977,0.032442,0.012977,0.012977,0.058395,0.071372,0.012977,0.032442,0.006488,0.077861,0.025954,0.006488,0.012977,0.038930,0.014648,0.016081,0.014066,0.012768,0.013608,0.015412,0.014591,0.012254,0.013105,0.015307,0.015469,0.016647,0.016607,0.016356,0.016327,0.015290,0.016054,0.015926,0.017464,0.016034,0.018066,0.017708,0.018584,0.016395,0.014812,0.019951,0.019477,0.013599,0.018781,0.019544
seq3727,0.055219,0.020707,0.013805,0.027609,0.006902,0.020707,0.027609,0.048316,0.062121,0.041414,0.041414,0.020707,0.027609,0.006902,0.027609,0.034512,0.020707,0.013805,0.006902,0.027609,0.013149,0.014900,0.015168,0.016704,0.016924,0.016023,0.013872,0.013937,0.016510,0.013338,0.016323,0.017289,0.015494,0.014862,0.014628,0.015575,0.012896,0.012834,0.015797,0.015291,0.013656,0.012949,0.013815,0.015576,0.013667,0.014203,0.015398,0.016638,0.015111,0.015286,0.098977,0.037116,0.024744,0.049488,0.012372,0.037116,0.049488,0.086605,0.111349,0.074232,0.074232,0.037116,0.049488,0.012372,0.049488,0.061860,0.037116,0.024744,0.012372,0.049488,0.000334,0.000331,0.000398,0.000310,0.000355,0.000314,0.000338,0.000345,0.000315,0.000315,0.000369,0.000325,0.000290,0.000331,0.000318,0.000420,0.000341,0.000367,0.000366,0.000346,0.000328,0.000341,0.000338,0.000339,0.000371,0.000373,0.000248,0.000358,0.000381,0.000329,0.047882,0.017956,0.011971,0.023941,0.005985,0.017956,0.023941,0.041897,0.053868,0.035912,0.035912,0.017956,0.023941,0.005985,0.023941,0.029927,0.017956,0.011971,0.005985,0.023941,0.015464,0.019162,0.014434,0.017547,0.019218,0.018281,0.015375,0.020049,0.020411,0.015193,0.018628,0.020458,0.016313,0.017516,0.016355,0.016549,0.012413,0.014487,0.020041,0.015884,0.018455,0.016863,0.016922,0.019780,0.016728,0.016757,0.019237,0.020211,0.016445,0.016001
seq3728,0.013745,0.020618,0.041236,0.041236,0.000000,0.006873,0.034363,0.020618,0.027491,0.068727,0.034363,0.061854,0.027491,0.006873,0.013745,0.027491,0.041236,0.000000,0.000000,0.061854,0.014638,0.016819,0.015230,0.016339,0.018956,0.014853,0.014007,0.013666,0.015382,0.011301,0.013688,0.014426,0.016694,0.014450,0.016085,0.015938,0.016006,0.013008,0.013201,0.014426,0.014427,0.012543,0.015630,0.016350,0.016711,0.015194,0.016770,0.015104,0.013712,0.014632,0.024705,0.037057,0.074114,0.074114,0.000000,0.012352,0.061761,0.037057,0.049409,0.123523,0.061761,0.111170,0.049409,0.012352,0.024705,0.049409,0.074114,0.000000,0.000000,0.111170,0.000501,0.000451,0.000430,0.000392,0.000386,0.000341,0.000419,0.000323,0.000485,0.000362,0.000346,0.000406,0.000421,0.000406,0.000389,0.000306,0.000459,0.000405,0.000330,0.000462,0.000413,0.000285,0.000468,0.000339,0.000480,0.000331,0.000355,0.000353,0.000407,0.000369,0.012541,0.018811,0.037622,0.037622,0.000000,0.006270,0.031352,0.018811,0.025081,0.062703,0.031352,0.056433,0.025081,0.006270,0.012541,0.025081,0.037622,0.000000,0.000000,0.056433,0.016217,0.017315,0.020147,0.018187,0.019822,0.014840,0.015006,0.014275,0.017333,0.013906,0.019077,0.015045,0.019501,0.016192,0.017225,0.013805,0.014711,0.014192,0.014272,0.017232,0.016848,0.015348,0.019267,0.018814,0.017963,0.015155,0.015686,0.015077,0.016210,0.019711
seq3729,0.041105,0.041105,0.000000,0.006851,0.000000,0.006851,0.082210,0.061657,0.006851,0.054806,0.034254,0.054806,0.034254,0.020552,0.013702,0.020552,0.020552,0.000000,0.000000,0.047956,0.014950,0.015827,0.016040,0.014174,0.014268,0.016179,0.017185,0.014357,0.012733,0.018155,0.015342,0.015276,0.013535,0.014411,0.015246,0.016782,0.014292,0.013825,0.013548,0.013658,0.014464,0.016592,0.015288,0.013643,0.016056,0.017181,0.014717,0.015279,0.014252,0.014681,0.074424,0.074424,0.000000,0.012404,0.000000,0.012404,0.148847,0.111635,0.012404,0.099231,0.062020,0.099231,0.062020,0.037212,0.024808,0.037212,0.037212,0.000000,0.000000,0.086827,0.000266,0.000259,0.000269,0.000271,0.000191,0.000263,0.000201,0.000240,0.000265,0.000286,0.000221,0.000287,0.000259,0.000277,0.000294,0.000257,0.000300,0.000256,0.000312,0.000259,0.000249,0.000268,0.000243,0.000318,0.000231,0.000244,0.000257,0.000211,0.000223,0.000211,0.038235,0.038235,0.000000,0.006372,0.000000,0.006372,0.076470,0.057352,0.006372,0.050980,0.031862,0.050980,0.031862,0.019117,0.012745,0.019117,0.019117,0.000000,0.000000,0.044607,0.016893,0.016857,0.018359,0.014606,0.012509,0.016344,0.016475,0.016664,0.013223,0.017296,0.016217,0.017016,0.014434,0.014569,0.018629,0.021533,0.017621,0.014380,0.012412,0.013877,0.020985,0.017729,0.016959,0.013246,0.016481,0.018095,0.014947,0.015404,0.018154,0.018289
seq3730,0.006296,0.018889,0.018889,0.044074,0.000000,0.006296,0.050370,0.044074,0.000000,0.037778,0.069259,0.025185,0.012593,0.018889,0.018889,0.025185,0.044074,0.018889,0.012593,0.031481,0.016148,0.018411,0.016377,0.017158,0.018456,0.017025,0.015950,0.016249,0.015548,0.016924,0.015990,0.018141,0.015937,0.019013,0.016034,0.013604,0.015026,0.018103,0.016382,0.018460,0.016401,0.016546,0.016687,0.016046,0.015729,0.013991,0.017284,0.017048,0.016197,0.015434,0.012360,0.037081,0.037081,0.086522,0.000000,0.012360,0.098882,0.086522,0.000000,0.074161,0.135963,0.049441,0.024720,0.037081,0.037081,0.049441,0.086522,0.037081,0.024720,0.061801,0.000403,0.000402,0.000407,0.000309,0.000403,0.000401,0.000289,0.000339,0.000389,0.000328,0.000360,0.000414,0.000352,0.000325,0.000301,0.000432,0.000347,0.000389,0.000399,0.000357,0.000397,0.000274,0.000317,0.000413,0.000432,0.000418,0.000368,0.000459,0.000386,0.000371,0.005449,0.016348,0.016348,0.038145,0.000000,0.005449,0.043594,0.038145,0.000000,0.032695,0.059942,0.021797,0.010898,0.016348,0.016348,0.021797,0.038145,0.016348,0.010898,0.027246,0.017252,0.018961,0.020641,0.023682,0.021251,0.021620,0.019404,0.014784,0.017195,0.018238,0.018047,0.022904,0.019515,0.021319,0.018532,0.014524,0.014806,0.018821,0.019141,0.020575,0.017107,0.020009,0.018597,0.015802,0.017200,0.014281,0.020099,0.019497,0.019595,0.020663
seq3731,0.025687,0.012843,0.019265,0.025687,0.006422,0.006422,0.044952,0.038530,0.012843,0.032108,0.070638,0.032108,0.019265,0.032108,0.019265,0.032108,0.025687,0.012843,0.000000,0.044952,0.016477,0.016705,0.019404,0.015921,0.016406,0.015221,0.018693,0.014944,0.016260,0.013070,0.015065,0.015358,0.018102,0.012747,0.015892,0.015914,0.019041,0.017492,0.016023,0.012063,0.017287,0.017655,0.017328,0.015328,0.017016,0.017500,0.020446,0.014649,0.016262,0.011997,0.049469,0.024734,0.037102,0.049469,0.012367,0.012367,0.086570,0.074203,0.024734,0.061836,0.136039,0.061836,0.037102,0.061836,0.037102,0.061836,0.049469,0.024734,0.000000,0.086570,0.000350,0.000298,0.000400,0.000308,0.000331,0.000328,0.000343,0.000372,0.000416,0.000400,0.000372,0.000304,0.000376,0.000340,0.000355,0.000323,0.000369,0.000356,0.000287,0.000370,0.000369,0.000432,0.000341,0.000348,0.000390,0.000382,0.000389,0.000287,0.000373,0.000316,0.024031,0.012015,0.018023,0.024031,0.006008,0.006008,0.042054,0.036046,0.012015,0.030038,0.066084,0.030038,0.018023,0.030038,0.018023,0.030038,0.024031,0.012015,0.000000,0.042054,0.017343,0.020463,0.020562,0.019321,0.017108,0.018048,0.017980,0.018262,0.016387,0.014798,0.016288,0.019582,0.016690,0.015362,0.016275,0.019615,0.018119,0.019506,0.019192,0.012955,0.015608,0.019250,0.017902,0.016632,0.019576,0.017957,0.020230,0.012656,0.013980,0.011737
seq3732,0.049699,0.042599,0.028399,0.056798,0.014200,0.007100,0.035499,0.014200,0.028399,0.028399,0.056798,0.007100,0.014200,0.007100,0.007100,0.049699,0.035499,0.007100,0.021299,0.056798,0.014557,0.014074,0.016610,0.014032,0.015144,0.014795,0.015776,0.015792,0.014130,0.013001,0.013556,0.013545,0.014090,0.012257,0.014398,0.014800,0.014438,0.013245,0.015535,0.015257,0.014010,0.011886,0.014700,0.013574,0.016165,0.013669,0.014312,0.013031,0.016254,0.015383,0.086584,0.074215,0.049476,0.098953,0.024738,0.012369,0.061845,0.024738,0.049476,0.049476,0.098953,0.012369,0.024738,0.012369,0.012369,0.086584,0.061845,0.012369,0.037107,0.098953,0.000382,0.000407,0.000395,0.000332,0.000289,0.000439,0.000338,0.000356,0.000376,0.000320,0.000339,0.000337,0.000328,0.000311,0.000296,0.000393,0.000354,0.000350,0.000358,0.000344,0.000365,0.000309,0.000385,0.000287,0.000360,0.000336,0.000330,0.000324,0.000313,0.000418,0.045844,0.039295,0.026196,0.052393,0.013098,0.006549,0.032745,0.013098,0.026196,0.026196,0.052393,0.006549,0.013098,0.006549,0.006549,0.045844,0.032745,0.006549,0.019647,0.052393,0.014729,0.015039,0.017745,0.016852,0.017943,0.016671,0.018282,0.017369,0.016386,0.014313,0.014188,0.013957,0.013016,0.015951,0.015722,0.017599,0.017724,0.016386,0.014446,0.015071,0.012440,0.013299,0.015748,0.016890,0.016589,0.015234,0.016527,0.014986,0.017050,0.017921
seq3733,0.034287,0.020572,0.041144,0.020572,0.013715,0.013715,0.020572,0.061716,0.013715,0.034287,0.048002,0.020572,0.013715,0.041144,0.013715,0.041144,0.048002,0.006857,0.013715,0.027429,0.014362,0.015832,0.016755,0.014014,0.014370,0.014116,0.015834,0.014543,0.015259,0.012861,0.013604,0.015270,0.014949,0.012688,0.011466,0.015026,0.017032,0.015553,0.015418,0.015787,0.014035,0.015936,0.015092,0.016436,0.014808,0.014425,0.014143,0.017537,0.016916,0.017342,0.061822,0.037093,0.074186,0.037093,0.024729,0.024729,0.037093,0.111279,0.024729,0.061822,0.086550,0.037093,0.024729,0.074186,0.024729,0.074186,0.086550,0.012364,0.024729,0.049457,0.000360,0.000384,0.000330,0.000373,0.000359,0.000353,0.000357,0.000283,0.000332,0.000341,0.000345,0.000373,0.000323,0.000274,0.000420,0.000391,0.000322,0.000456,0.000403,0.000317,0.000353,0.000365,0.000344,0.000387,0.000436,0.000345,0.000275,0.000378,0.000452,0.000420,0.028014,0.016808,0.033617,0.016808,0.011206,0.011206,0.016808,0.050425,0.011206,0.028014,0.039220,0.016808,0.011206,0.033617,0.011206,0.033617,0.039220,0.005603,0.011206,0.022411,0.016253,0.021457,0.020625,0.015765,0.017289,0.017035,0.019192,0.019349,0.019407,0.014270,0.015347,0.019844,0.020340,0.014842,0.013591,0.016008,0.021664,0.020838,0.019456,0.019588,0.017059,0.019693,0.021454,0.019320,0.015291,0.016380,0.017516,0.022538,0.021674,0.018690
seq3734,0.067392,0.037440,0.014976,0.014976,0.022464,0.007488,0.037440,0.082368,0.007488,0.052416,0.022464,0.029952,0.007488,0.029952,0.037440,0.007488,0.052416,0.000000,0.014976,0.052416,0.012847,0.012516,0.014631,0.012088,0.015088,0.013298,0.013741,0.011863,0.012968,0.011398,0.012096,0.012769,0.013891,0.012326,0.013273,0.014130,0.011469,0.011521,0.013271,0.015915,0.013916,0.015898,0.014495,0.016153,0.011979,0.013068,0.011724,0.014309,0.013168,0.015155,0.111325,0.061847,0.024739,0.024739,0.037108,0.012369,0.061847,0.136064,0.012369,0.086586,0.037108,0.049478,0.012369,0.049478,0.061847,0.012369,0.086586,0.000000,0.024739,0.086586,0.000426,0.000339,0.000364,0.000343,0.000359,0.000316,0.000312,0.000382,0.000343,0.000331,0.000330,0.000282,0.000328,0.000377,0.000360,0.000345,0.000324,0.000360,0.000326,0.000349,0.000375,0.000344,0.000372,0.000232,0.000417,0.000325,0.000371,0.000381,0.000322,0.000404,0.052968,0.029427,0.011771,0.011771,0.017656,0.005885,0.029427,0.064739,0.005885,0.041197,0.017656,0.023541,0.005885,0.023541,0.029427,0.005885,0.041197,0.000000,0.011771,0.041197,0.017904,0.017054,0.019339,0.016694,0.019282,0.016061,0.019025,0.016649,0.017532,0.016307,0.016365,0.017683,0.018628,0.016551,0.017596,0.018083,0.015017,0.015549,0.016597,0.019563,0.017795,0.021061,0.019587,0.020574,0.016308,0.016706,0.016083,0.018288,0.016355,0.018938
seq3735,0.060839,0.027040,0.013520,0.006760,0.006760,0.006760,0.020280,0.047319,0.006760,0.027040,0.074359,0.033799,0.013520,0.013520,0.027040,0.040559,0.047319,0.006760,0.013520,0.047319,0.016612,0.014437,0.013116,0.015731,0.014383,0.018044,0.013457,0.017940,0.017445,0.013697,0.018866,0.014963,0.016374,0.015627,0.015179,0.016106,0.013672,0.015555,0.014213,0.015009,0.015969,0.011178,0.017015,0.017253,0.012949,0.016055,0.015251,0.015046,0.014040,0.014029,0.111543,0.049575,0.024787,0.012394,0.012394,0.012394,0.037181,0.086756,0.012394,0.049575,0.136330,0.061968,0.024787,0.024787,0.049575,0.074362,0.086756,0.012394,0.024787,0.086756,0.000291,0.000281,0.000233,0.000286,0.000223,0.000297,0.000242,0.000249,0.000314,0.000249,0.000245,0.000280,0.000314,0.000273,0.000331,0.000297,0.000282,0.000268,0.000296,0.000368,0.000306,0.000351,0.000268,0.000226,0.000282,0.000277,0.000351,0.000235,0.000284,0.000309,0.054950,0.024422,0.012211,0.006106,0.006106,0.006106,0.018317,0.042739,0.006106,0.024422,0.067161,0.030528,0.012211,0.012211,0.024422,0.036633,0.042739,0.006106,0.012211,0.042739,0.018466,0.016076,0.014826,0.015183,0.016359,0.018978,0.015530,0.021821,0.017839,0.016425,0.021177,0.016889,0.018494,0.017700,0.019553,0.014626,0.017585,0.015952,0.017198,0.018445,0.014838,0.016002,0.017404,0.019445,0.015249,0.013099,0.019536,0.015143,0.017229,0.014488
seq3736,0.013646,0.013646,0.027291,0.013646,0.000000,0.034114,0.020468,0.034114,0.020468,0.020468,0.047760,0.102342,0.020468,0.034114,0.034114,0.061405,0.020468,0.000000,0.013646,0.013646,0.014996,0.016699,0.014707,0.015102,0.016312,0.014849,0.014217,0.016962,0.014361,0.011699,0.014685,0.016293,0.015467,0.016404,0.012959,0.015517,0.016650,0.015921,0.014425,0.015491,0.014236,0.013965,0.015610,0.015232,0.011837,0.014681,0.017038,0.014078,0.018176,0.015608,0.024829,0.024829,0.049658,0.024829,0.000000,0.062072,0.037243,0.062072,0.037243,0.037243,0.086901,0.186216,0.037243,0.062072,0.062072,0.111730,0.037243,0.000000,0.024829,0.024829,0.000304,0.000203,0.000284,0.000240,0.000240,0.000193,0.000232,0.000259,0.000207,0.000251,0.000220,0.000225,0.000178,0.000217,0.000209,0.000248,0.000259,0.000240,0.000193,0.000189,0.000216,0.000216,0.000243,0.000218,0.000195,0.000222,0.000211,0.000256,0.000233,0.000247,0.012450,0.012450,0.024900,0.012450,0.000000,0.031125,0.018675,0.031125,0.018675,0.018675,0.043575,0.093375,0.018675,0.031125,0.031125,0.056025,0.018675,0.000000,0.012450,0.012450,0.016697,0.019447,0.015666,0.017315,0.018109,0.015946,0.017662,0.018046,0.016908,0.012328,0.015307,0.017605,0.016839,0.020310,0.014877,0.015470,0.016296,0.016529,0.015430,0.016081,0.015450,0.015545,0.015985,0.019207,0.012532,0.016308,0.017988,0.017205,0.020508,0.018406
seq3737,0.006882,0.020645,0.041290,0.020645,0.013763,0.020645,0.061936,0.034409,0.027527,0.061936,0.027527,0.027527,0.013763,0.041290,0.027527,0.041290,0.013763,0.000000,0.027527,0.020645,0.015450,0.015370,0.016499,0.017218,0.013595,0.016239,0.014622,0.013491,0.014837,0.016200,0.016523,0.015202,0.014832,0.013160,0.014262,0.014654,0.014274,0.014750,0.015545,0.014111,0.015919,0.012503,0.013539,0.015368,0.015501,0.014054,0.014327,0.016048,0.016880,0.014489,0.012364,0.037093,0.074186,0.037093,0.024729,0.037093,0.111279,0.061822,0.049457,0.111279,0.049457,0.049457,0.024729,0.074186,0.049457,0.074186,0.024729,0.000000,0.049457,0.037093,0.000363,0.000383,0.000412,0.000414,0.000302,0.000362,0.000334,0.000410,0.000366,0.000337,0.000451,0.000354,0.000374,0.000263,0.000328,0.000364,0.000279,0.000362,0.000336,0.000390,0.000380,0.000378,0.000374,0.000278,0.000381,0.000337,0.000404,0.000405,0.000349,0.000380,0.005498,0.016495,0.032989,0.016495,0.010996,0.016495,0.049484,0.027491,0.021993,0.049484,0.021993,0.021993,0.010996,0.032989,0.021993,0.032989,0.010996,0.000000,0.021993,0.016495,0.018548,0.021518,0.021451,0.020602,0.016767,0.019868,0.018947,0.015345,0.016010,0.022438,0.019720,0.021469,0.019038,0.015617,0.018029,0.018792,0.016171,0.018478,0.019098,0.019707,0.021612,0.016209,0.013915,0.018652,0.019588,0.017237,0.018687,0.019273,0.021636,0.015724
seq3738,0.031350,0.015675,0.047025,0.007838,0.000000,0.039188,0.047025,0.007838,0.000000,0.062700,0.078375,0.054863,0.007838,0.007838,0.023513,0.031350,0.015675,0.007838,0.023513,0.007838,0.017756,0.014910,0.016158,0.014460,0.017831,0.017083,0.015239,0.014950,0.019450,0.016309,0.016522,0.015459,0.018673,0.014148,0.016892,0.017111,0.018193,0.015871,0.017111,0.017071,0.016706,0.012131,0.013910,0.016119,0.013537,0.013662,0.015722,0.018079,0.014727,0.016931,0.060100,0.030050,0.090150,0.015025,0.000000,0.075125,0.090150,0.015025,0.000000,0.120201,0.150251,0.105176,0.015025,0.015025,0.045075,0.060100,0.030050,0.015025,0.045075,0.015025,0.000307,0.000268,0.000283,0.000273,0.000265,0.000313,0.000255,0.000267,0.000259,0.000271,0.000226,0.000245,0.000250,0.000263,0.000248,0.000285,0.000273,0.000289,0.000241,0.000302,0.000306,0.000229,0.000250,0.000221,0.000313,0.000299,0.000252,0.000363,0.000342,0.000385,0.027542,0.013771,0.041313,0.006885,0.000000,0.034427,0.041313,0.006885,0.000000,0.055084,0.068855,0.048198,0.006885,0.006885,0.020656,0.027542,0.013771,0.006885,0.020656,0.006885,0.022166,0.018109,0.019095,0.016281,0.016470,0.018376,0.016174,0.015609,0.018913,0.017502,0.014927,0.014889,0.017518,0.017158,0.018725,0.018623,0.017771,0.015947,0.020289,0.019507,0.020643,0.014030,0.022713,0.019780,0.017175,0.017466,0.020416,0.021133,0.016034,0.022116
seq3739,0.056417,0.035261,0.014104,0.056417,0.000000,0.042313,0.000000,0.063469,0.014104,0.035261,0.070522,0.021156,0.007052,0.000000,0.042313,0.000000,0.021156,0.000000,0.021156,0.063469,0.014272,0.014515,0.012264,0.015255,0.014220,0.012247,0.013968,0.013635,0.018392,0.014211,0.013460,0.015691,0.012913,0.014461,0.017982,0.012542,0.013807,0.014379,0.011218,0.017053,0.017109,0.016150,0.015833,0.012835,0.016450,0.014752,0.014262,0.018698,0.012779,0.010474,0.098953,0.061846,0.024738,0.098953,0.000000,0.074215,0.000000,0.111322,0.024738,0.061846,0.123691,0.037107,0.012369,0.000000,0.074215,0.000000,0.037107,0.000000,0.037107,0.111322,0.000379,0.000350,0.000277,0.000332,0.000352,0.000352,0.000326,0.000377,0.000292,0.000280,0.000336,0.000391,0.000332,0.000335,0.000464,0.000323,0.000298,0.000426,0.000347,0.000306,0.000348,0.000434,0.000319,0.000489,0.000363,0.000300,0.000345,0.000441,0.000335,0.000223,0.051898,0.032436,0.012975,0.051898,0.000000,0.038924,0.000000,0.058385,0.012975,0.032436,0.064873,0.019462,0.006487,0.000000,0.038924,0.000000,0.019462,0.000000,0.019462,0.058385,0.014288,0.016301,0.016654,0.017895,0.016449,0.012161,0.015476,0.017114,0.020092,0.016764,0.014581,0.014589,0.014577,0.017079,0.020017,0.018296,0.013740,0.013605,0.013242,0.019903,0.019771,0.019251,0.018248,0.011503,0.015246,0.017695,0.015491,0.017975,0.012900,0.010114
