Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50]
seq5263,0.065538,0.007282,0.021846,0.007282,0.000000,0.072820,0.000000,0.029128,0.036410,0.007282,0.021846,0.007282,0.029128,0.014564,0.094665,0.021846,0.072820,0.007282,0.036410,0.029128,0.013479,0.015575,0.015967,0.013579,0.013348,0.015231,0.010509,0.013840,0.013601,0.014557,0.014439,0.013649,0.014640,0.012481,0.015028,0.014092,0.014638,0.014589,0.014231,0.012950,0.014121,0.013314,0.012878,0.015393,0.014713,0.013458,0.012672,0.014994,0.012965,0.012514,0.111859,0.012429,0.037286,0.012429,0.000000,0.124288,0.000000,0.049715,0.062144,0.012429,0.037286,0.012429,0.049715,0.024858,0.161574,0.037286,0.124288,0.012429,0.062144,0.049715,0.000174,0.000200,0.000204,0.000193,0.000162,0.000183,0.000198,0.000218,0.000146,0.000195,0.000176,0.000192,0.000205,0.000208,0.000205,0.000179,0.000188,0.000161,0.000183,0.000184,0.000169,0.000185,0.000192,0.000200,0.000199,0.000260,0.000193,0.000180,0.000174,0.000188,0.049922,0.005547,0.016641,0.005547,0.000000,0.055468,0.000000,0.022187,0.027734,0.005547,0.016641,0.005547,0.022187,0.011094,0.072109,0.016641,0.055468,0.005547,0.027734,0.022187,0.018956,0.019884,0.020933,0.018026,0.016339,0.022431,0.014257,0.018424,0.016482,0.020003,0.019577,0.016725,0.019933,0.016709,0.020218,0.019474,0.019338,0.019984,0.019427,0.017078,0.018071,0.018923,0.017818,0.021323,0.018680,0.018368,0.016053,0.019177,0.016636,0.017006
seq5264,0.021005,0.028007,0.063016,0.035009,0.056014,0.035009,0.042010,0.014003,0.014003,0.035009,0.035009,0.014003,0.021005,0.035009,0.049012,0.021005,0.014003,0.000000,0.021005,0.007002,0.015195,0.015046,0.014517,0.015194,0.013780,0.017492,0.013204,0.013775,0.015615,0.014439,0.014263,0.012529,0.015879,0.013940,0.012729,0.014503,0.013779,0.015814,0.014296,0.015090,0.017718,0.012571,0.011867,0.012900,0.014569,0.016274,0.014365,0.016400,0.017080,0.015037,0.037163,0.049551,0.111489,0.061938,0.099101,0.061938,0.074326,0.024775,0.024775,0.061938,0.061938,0.024775,0.037163,0.061938,0.086713,0.037163,0.024775,0.000000,0.037163,0.012388,0.000337,0.000303,0.000302,0.000319,0.000294,0.000329,0.000339,0.000283,0.000363,0.000320,0.000299,0.000289,0.000273,0.000294,0.000316,0.000253,0.000272,0.000332,0.000242,0.000329,0.000294,0.000324,0.000321,0.000313,0.000332,0.000268,0.000233,0.000315,0.000235,0.000267,0.017747,0.023663,0.053242,0.029579,0.047326,0.029579,0.035494,0.011831,0.011831,0.029579,0.029579,0.011831,0.017747,0.029579,0.041410,0.017747,0.011831,0.000000,0.017747,0.005916,0.019667,0.017618,0.015546,0.017265,0.014894,0.021691,0.014610,0.016916,0.017473,0.017285,0.018093,0.014335,0.019872,0.014740,0.017206,0.018421,0.016173,0.021166,0.015500,0.017382,0.020143,0.015624,0.018717,0.016944,0.018367,0.018073,0.015864,0.018232,0.018305,0.020621
seq5265,0.040199,0.006700,0.013400,0.033499,0.000000,0.020100,0.053599,0.033499,0.006700,0.040199,0.053599,0.033499,0.040199,0.013400,0.013400,0.033499,0.033499,0.000000,0.020100,0.046899,0.014392,0.015748,0.015930,0.014250,0.013863,0.017112,0.015862,0.017376,0.017953,0.013165,0.012935,0.015017,0.016432,0.015941,0.014588,0.013054,0.016511,0.016328,0.017292,0.016702,0.013416,0.015862,0.014963,0.018027,0.012546,0.014349,0.014582,0.014614,0.016200,0.018999,0.074297,0.012383,0.024766,0.061914,0.000000,0.037148,0.099062,0.061914,0.012383,0.074297,0.099062,0.061914,0.074297,0.024766,0.024766,0.061914,0.061914,0.000000,0.037148,0.086680,0.000262,0.000245,0.000271,0.000302,0.000297,0.000328,0.000326,0.000337,0.000326,0.000351,0.000304,0.000317,0.000270,0.000286,0.000257,0.000309,0.000280,0.000265,0.000328,0.000336,0.000334,0.000414,0.000380,0.000389,0.000333,0.000267,0.000331,0.000291,0.000329,0.000313,0.038779,0.006463,0.012926,0.032316,0.000000,0.019389,0.051705,0.032316,0.006463,0.038779,0.051705,0.032316,0.038779,0.012926,0.012926,0.032316,0.032316,0.000000,0.019389,0.045242,0.015569,0.018580,0.018370,0.017205,0.010414,0.016135,0.017870,0.018018,0.019919,0.011259,0.012616,0.015025,0.017197,0.020109,0.014707,0.011350,0.014549,0.016301,0.019844,0.014422,0.012503,0.016493,0.016235,0.021695,0.015388,0.015178,0.015600,0.013627,0.017213,0.019556
seq5266,0.033634,0.006727,0.053815,0.020181,0.000000,0.020181,0.020181,0.047088,0.020181,0.040361,0.060542,0.060542,0.020181,0.026907,0.000000,0.020181,0.026907,0.006727,0.026907,0.026907,0.016162,0.015729,0.015721,0.018562,0.015216,0.016279,0.015372,0.012730,0.015226,0.018202,0.013077,0.017167,0.014884,0.015664,0.018507,0.009308,0.016318,0.016383,0.015525,0.016058,0.015321,0.014769,0.019295,0.013546,0.013616,0.018769,0.011326,0.016541,0.013843,0.012734,0.061818,0.012364,0.098908,0.037091,0.000000,0.037091,0.037091,0.086545,0.037091,0.074181,0.111272,0.111272,0.037091,0.049454,0.000000,0.037091,0.049454,0.012364,0.049454,0.049454,0.000417,0.000413,0.000308,0.000446,0.000357,0.000407,0.000435,0.000333,0.000432,0.000338,0.000268,0.000450,0.000293,0.000370,0.000481,0.000305,0.000323,0.000400,0.000336,0.000410,0.000298,0.000295,0.000431,0.000254,0.000346,0.000476,0.000278,0.000395,0.000343,0.000282,0.030533,0.006107,0.048853,0.018320,0.000000,0.018320,0.018320,0.042747,0.018320,0.036640,0.054960,0.054960,0.018320,0.024427,0.000000,0.018320,0.024427,0.006107,0.024427,0.024427,0.016599,0.018470,0.017662,0.020914,0.018754,0.019658,0.015662,0.013991,0.017827,0.020216,0.016899,0.020159,0.016525,0.016468,0.018632,0.011143,0.016602,0.016686,0.017172,0.017262,0.014522,0.018870,0.017843,0.015639,0.015593,0.017698,0.014691,0.016554,0.016774,0.015980
seq5267,0.055017,0.020631,0.055017,0.027509,0.000000,0.020631,0.013754,0.048140,0.000000,0.013754,0.041263,0.020631,0.020631,0.055017,0.027509,0.034386,0.061894,0.006877,0.000000,0.027509,0.014632,0.016510,0.013433,0.015954,0.012619,0.013152,0.014849,0.014906,0.016168,0.013022,0.016020,0.015416,0.011275,0.017246,0.016082,0.014655,0.016339,0.015417,0.013285,0.015198,0.016196,0.014687,0.015152,0.017222,0.012269,0.012882,0.018106,0.017223,0.014227,0.015686,0.099011,0.037129,0.099011,0.049506,0.000000,0.037129,0.024753,0.086635,0.000000,0.024753,0.074259,0.037129,0.037129,0.099011,0.049506,0.061882,0.111388,0.012376,0.000000,0.049506,0.000343,0.000313,0.000312,0.000332,0.000327,0.000290,0.000281,0.000296,0.000318,0.000336,0.000347,0.000372,0.000391,0.000322,0.000307,0.000331,0.000243,0.000353,0.000405,0.000324,0.000342,0.000331,0.000342,0.000322,0.000347,0.000335,0.000293,0.000396,0.000253,0.000383,0.045977,0.017241,0.045977,0.022989,0.000000,0.017241,0.011494,0.040230,0.000000,0.011494,0.034483,0.017241,0.017241,0.045977,0.022989,0.028736,0.051724,0.005747,0.000000,0.022989,0.017083,0.018797,0.015100,0.017166,0.014586,0.015132,0.017655,0.016616,0.021384,0.017291,0.017030,0.018203,0.014168,0.020612,0.020733,0.017814,0.018174,0.020070,0.015937,0.020775,0.019623,0.018119,0.018718,0.021083,0.013920,0.015487,0.022100,0.022648,0.016924,0.017279
seq5268,0.034587,0.034587,0.027669,0.027669,0.000000,0.020752,0.069173,0.034587,0.000000,0.062256,0.041504,0.034587,0.027669,0.013835,0.013835,0.027669,0.013835,0.000000,0.027669,0.041504,0.015449,0.016334,0.015245,0.013701,0.016521,0.016511,0.012910,0.015690,0.015583,0.015258,0.014337,0.013410,0.017439,0.013210,0.013725,0.015225,0.015781,0.013857,0.014749,0.015328,0.013243,0.015165,0.014191,0.013356,0.013587,0.012942,0.016535,0.015452,0.017491,0.014387,0.061859,0.061859,0.049487,0.049487,0.000000,0.037116,0.123719,0.061859,0.000000,0.111347,0.074231,0.061859,0.049487,0.024744,0.024744,0.049487,0.024744,0.000000,0.049487,0.074231,0.000302,0.000370,0.000337,0.000385,0.000331,0.000325,0.000378,0.000393,0.000372,0.000315,0.000342,0.000290,0.000380,0.000413,0.000293,0.000359,0.000311,0.000319,0.000354,0.000359,0.000397,0.000393,0.000345,0.000377,0.000386,0.000361,0.000313,0.000249,0.000224,0.000278,0.030978,0.030978,0.024782,0.024782,0.000000,0.018587,0.061956,0.030978,0.000000,0.055760,0.037173,0.030978,0.024782,0.012391,0.012391,0.024782,0.012391,0.000000,0.024782,0.037173,0.016230,0.018820,0.018557,0.017254,0.017975,0.018791,0.015904,0.018708,0.016863,0.017676,0.015946,0.014215,0.018069,0.017005,0.015478,0.017401,0.019614,0.016997,0.015828,0.015895,0.015281,0.015740,0.013457,0.016866,0.013665,0.012931,0.019990,0.020002,0.018415,0.014783
seq5269,0.045903,0.026230,0.059018,0.039345,0.000000,0.013115,0.039345,0.006558,0.000000,0.072133,0.045903,0.039345,0.019673,0.019673,0.019673,0.013115,0.026230,0.006558,0.019673,0.013115,0.015410,0.016627,0.018067,0.012876,0.015550,0.016350,0.019133,0.013231,0.015719,0.016858,0.018549,0.014325,0.015469,0.012867,0.018277,0.014181,0.015824,0.013742,0.016417,0.014968,0.017108,0.013290,0.013695,0.015972,0.019479,0.016069,0.015452,0.015376,0.018018,0.016499,0.086500,0.049429,0.111215,0.074143,0.000000,0.024714,0.074143,0.012357,0.000000,0.135929,0.086500,0.074143,0.037072,0.037072,0.037072,0.024714,0.049429,0.012357,0.037072,0.024714,0.000357,0.000328,0.000402,0.000359,0.000313,0.000293,0.000425,0.000388,0.000428,0.000350,0.000366,0.000338,0.000374,0.000390,0.000469,0.000331,0.000429,0.000313,0.000418,0.000455,0.000470,0.000395,0.000361,0.000374,0.000407,0.000434,0.000430,0.000341,0.000321,0.000366,0.039740,0.022708,0.051094,0.034062,0.000000,0.011354,0.034062,0.005677,0.000000,0.062448,0.039740,0.034062,0.017031,0.017031,0.017031,0.011354,0.022708,0.005677,0.017031,0.011354,0.020438,0.018097,0.021602,0.014365,0.020361,0.017592,0.022823,0.014856,0.018278,0.018384,0.021791,0.015106,0.018529,0.015469,0.025000,0.016438,0.018220,0.013551,0.020147,0.014585,0.018737,0.012857,0.018972,0.019449,0.023843,0.015669,0.019077,0.016802,0.020222,0.014573
seq5270,0.021023,0.042046,0.014015,0.028031,0.000000,0.000000,0.049054,0.056062,0.000000,0.063070,0.049054,0.056062,0.014015,0.021023,0.021023,0.035039,0.028031,0.000000,0.014015,0.049054,0.013244,0.014747,0.014959,0.016181,0.016772,0.015650,0.013653,0.013973,0.015822,0.013607,0.015378,0.014350,0.013705,0.014633,0.014606,0.016433,0.012606,0.012223,0.014016,0.014582,0.012926,0.013176,0.016532,0.016547,0.014741,0.016979,0.014765,0.014684,0.015259,0.012633,0.037131,0.074262,0.024754,0.049508,0.000000,0.000000,0.086639,0.099016,0.000000,0.111393,0.086639,0.099016,0.024754,0.037131,0.037131,0.061885,0.049508,0.000000,0.024754,0.086639,0.000306,0.000310,0.000294,0.000346,0.000348,0.000353,0.000289,0.000357,0.000364,0.000319,0.000299,0.000341,0.000300,0.000281,0.000345,0.000337,0.000298,0.000337,0.000365,0.000320,0.000331,0.000354,0.000285,0.000353,0.000360,0.000318,0.000345,0.000344,0.000290,0.000355,0.018460,0.036920,0.012307,0.024613,0.000000,0.000000,0.043074,0.049227,0.000000,0.055380,0.043074,0.049227,0.012307,0.018460,0.018460,0.030767,0.024613,0.000000,0.012307,0.043074,0.015371,0.015454,0.018953,0.018713,0.020996,0.019013,0.017196,0.017257,0.018605,0.015491,0.017992,0.014455,0.017832,0.016508,0.016140,0.018401,0.014640,0.014272,0.015613,0.016448,0.016249,0.015447,0.018477,0.018936,0.018074,0.019959,0.017253,0.017337,0.014985,0.011665
seq5271,0.026544,0.053089,0.006636,0.039817,0.006636,0.026544,0.006636,0.013272,0.013272,0.013272,0.079633,0.019908,0.026544,0.013272,0.072997,0.046453,0.019908,0.006636,0.019908,0.019908,0.015849,0.018047,0.016600,0.013368,0.016429,0.016064,0.014796,0.015441,0.016118,0.013637,0.013918,0.016857,0.016718,0.013636,0.014664,0.016106,0.015810,0.013348,0.016306,0.015801,0.017200,0.014063,0.015984,0.016482,0.015697,0.017254,0.017067,0.016419,0.014036,0.015396,0.049632,0.099264,0.012408,0.074448,0.012408,0.049632,0.012408,0.024816,0.024816,0.024816,0.148896,0.037224,0.049632,0.024816,0.136488,0.086856,0.037224,0.012408,0.037224,0.037224,0.000201,0.000236,0.000229,0.000269,0.000265,0.000286,0.000286,0.000262,0.000238,0.000234,0.000158,0.000219,0.000228,0.000214,0.000261,0.000271,0.000291,0.000244,0.000235,0.000292,0.000239,0.000199,0.000220,0.000242,0.000281,0.000252,0.000264,0.000294,0.000249,0.000200,0.024571,0.049141,0.006143,0.036856,0.006143,0.024571,0.006143,0.012285,0.012285,0.012285,0.073712,0.018428,0.024571,0.012285,0.067569,0.042998,0.018428,0.006143,0.018428,0.018428,0.016034,0.018571,0.016933,0.014350,0.019331,0.016888,0.013419,0.016607,0.019612,0.013450,0.015379,0.019825,0.017254,0.013519,0.014944,0.017293,0.016684,0.015027,0.020091,0.016829,0.016042,0.017797,0.019603,0.017777,0.017800,0.021369,0.018834,0.017050,0.014198,0.016077
seq5272,0.059906,0.052418,0.000000,0.037442,0.007488,0.014977,0.037442,0.074883,0.007488,0.014977,0.022465,0.000000,0.029953,0.059906,0.007488,0.052418,0.074883,0.007488,0.007488,0.029953,0.015665,0.011700,0.014779,0.013868,0.013339,0.014884,0.011351,0.013967,0.010547,0.013659,0.011871,0.012373,0.014016,0.014170,0.015004,0.012446,0.011400,0.014854,0.010992,0.014343,0.013351,0.012820,0.014407,0.013235,0.013856,0.011454,0.016376,0.011458,0.014299,0.014452,0.099103,0.086715,0.000000,0.061939,0.012388,0.024776,0.061939,0.123879,0.012388,0.024776,0.037164,0.000000,0.049551,0.099103,0.012388,0.086715,0.123879,0.012388,0.012388,0.049551,0.000274,0.000336,0.000226,0.000287,0.000275,0.000340,0.000309,0.000238,0.000304,0.000272,0.000289,0.000341,0.000306,0.000343,0.000275,0.000266,0.000364,0.000283,0.000282,0.000310,0.000381,0.000344,0.000186,0.000316,0.000345,0.000232,0.000295,0.000266,0.000336,0.000350,0.049776,0.043554,0.000000,0.031110,0.006222,0.012444,0.031110,0.062220,0.006222,0.012444,0.018666,0.000000,0.024888,0.049776,0.006222,0.043554,0.062220,0.006222,0.006222,0.024888,0.021930,0.013646,0.018434,0.018046,0.017759,0.017996,0.014050,0.017410,0.013285,0.018440,0.013561,0.017329,0.016437,0.017541,0.017140,0.016990,0.014105,0.019877,0.012811,0.018450,0.018620,0.015024,0.016500,0.014965,0.016361,0.014983,0.020425,0.014778,0.019407,0.015942
seq5273,0.029055,0.036319,0.021791,0.029055,0.000000,0.014527,0.050846,0.058110,0.007264,0.043582,0.050846,0.036319,0.021791,0.000000,0.014527,0.072637,0.036319,0.007264,0.007264,0.043582,0.015778,0.014521,0.014400,0.014144,0.014627,0.016605,0.013034,0.012640,0.014981,0.012597,0.010905,0.014980,0.015693,0.015118,0.012070,0.016270,0.014358,0.014127,0.012544,0.011954,0.014076,0.013853,0.014912,0.016288,0.012944,0.013212,0.014470,0.011825,0.015035,0.010940,0.049518,0.061898,0.037139,0.049518,0.000000,0.024759,0.086657,0.099036,0.012380,0.074277,0.086657,0.061898,0.037139,0.000000,0.024759,0.123795,0.061898,0.012380,0.012380,0.074277,0.000333,0.000343,0.000301,0.000308,0.000327,0.000286,0.000322,0.000336,0.000357,0.000330,0.000299,0.000323,0.000282,0.000322,0.000379,0.000269,0.000276,0.000322,0.000279,0.000247,0.000400,0.000305,0.000309,0.000342,0.000282,0.000328,0.000385,0.000407,0.000316,0.000320,0.025235,0.031544,0.018926,0.025235,0.000000,0.012617,0.044161,0.050470,0.006309,0.037852,0.044161,0.031544,0.018926,0.000000,0.012617,0.063087,0.031544,0.006309,0.006309,0.037852,0.018968,0.016805,0.017629,0.016649,0.015953,0.019097,0.014656,0.015945,0.014620,0.014774,0.011731,0.016361,0.018202,0.019367,0.015264,0.015992,0.015522,0.018012,0.013442,0.014694,0.015531,0.019016,0.018142,0.021081,0.016575,0.015539,0.019056,0.014167,0.020191,0.012318
seq5274,0.027389,0.034236,0.020542,0.047931,0.013695,0.027389,0.027389,0.068473,0.013695,0.027389,0.054778,0.006847,0.013695,0.020542,0.027389,0.020542,0.006847,0.027389,0.027389,0.034236,0.015342,0.014700,0.016168,0.015114,0.011953,0.011923,0.015784,0.015388,0.016192,0.015246,0.013834,0.015443,0.014757,0.014820,0.015105,0.014012,0.015600,0.013570,0.013399,0.012017,0.016843,0.015226,0.017201,0.015061,0.012573,0.014722,0.018332,0.016649,0.018956,0.016287,0.049395,0.061743,0.037046,0.086441,0.024697,0.049395,0.049395,0.123487,0.024697,0.049395,0.098790,0.012349,0.024697,0.037046,0.049395,0.037046,0.012349,0.049395,0.049395,0.061743,0.000386,0.000368,0.000454,0.000370,0.000435,0.000330,0.000415,0.000393,0.000383,0.000325,0.000433,0.000402,0.000411,0.000440,0.000385,0.000395,0.000403,0.000467,0.000457,0.000428,0.000383,0.000348,0.000411,0.000376,0.000418,0.000452,0.000444,0.000392,0.000392,0.000408,0.022045,0.027556,0.016534,0.038579,0.011023,0.022045,0.022045,0.055113,0.011023,0.022045,0.044090,0.005511,0.011023,0.016534,0.022045,0.016534,0.005511,0.022045,0.022045,0.027556,0.019823,0.017575,0.020301,0.018658,0.015148,0.015009,0.020380,0.020281,0.018979,0.017817,0.020584,0.018413,0.019676,0.017800,0.018520,0.017225,0.019342,0.015611,0.015983,0.014738,0.020329,0.016789,0.021493,0.018062,0.015415,0.018316,0.021899,0.019680,0.024671,0.020583
seq5275,0.056031,0.021012,0.007004,0.035019,0.049027,0.049027,0.021012,0.035019,0.021012,0.021012,0.049027,0.035019,0.035019,0.014008,0.028015,0.035019,0.000000,0.007004,0.007004,0.035019,0.013900,0.017217,0.013754,0.012178,0.013318,0.017072,0.013220,0.014139,0.015839,0.015455,0.015467,0.015504,0.016696,0.012371,0.015382,0.018667,0.014962,0.012925,0.011117,0.016668,0.014330,0.010750,0.014050,0.016446,0.016528,0.011309,0.012294,0.016961,0.015830,0.015341,0.099107,0.037165,0.012388,0.061942,0.086718,0.086718,0.037165,0.061942,0.037165,0.037165,0.086718,0.061942,0.061942,0.024777,0.049553,0.061942,0.000000,0.012388,0.012388,0.061942,0.000271,0.000275,0.000278,0.000327,0.000276,0.000255,0.000320,0.000271,0.000298,0.000240,0.000249,0.000341,0.000323,0.000326,0.000283,0.000271,0.000290,0.000289,0.000315,0.000296,0.000301,0.000315,0.000336,0.000314,0.000341,0.000340,0.000275,0.000351,0.000304,0.000260,0.052794,0.019798,0.006599,0.032996,0.046195,0.046195,0.019798,0.032996,0.019798,0.019798,0.046195,0.032996,0.032996,0.013199,0.026397,0.032996,0.000000,0.006599,0.006599,0.032996,0.013102,0.018958,0.016470,0.013696,0.014154,0.015785,0.015067,0.015784,0.014953,0.015043,0.017493,0.017694,0.015534,0.011274,0.016182,0.019704,0.017518,0.014996,0.014389,0.015416,0.015612,0.014202,0.014867,0.019804,0.018049,0.014380,0.012751,0.014902,0.016853,0.017425
seq5276,0.088257,0.036774,0.007355,0.036774,0.007355,0.051483,0.022064,0.014709,0.014709,0.044128,0.029419,0.051483,0.014709,0.029419,0.029419,0.029419,0.022064,0.007355,0.014709,0.036774,0.012353,0.015331,0.013567,0.012643,0.013907,0.014804,0.013696,0.013103,0.011812,0.013568,0.013636,0.013362,0.013843,0.012964,0.014961,0.014253,0.013690,0.012836,0.014544,0.014173,0.014979,0.014951,0.014637,0.011622,0.009851,0.013352,0.012942,0.015636,0.015388,0.015215,0.148821,0.062009,0.012402,0.062009,0.012402,0.086812,0.037205,0.024803,0.024803,0.074410,0.049607,0.086812,0.024803,0.049607,0.049607,0.049607,0.037205,0.012402,0.024803,0.062009,0.000208,0.000252,0.000312,0.000313,0.000322,0.000312,0.000322,0.000273,0.000256,0.000242,0.000203,0.000214,0.000234,0.000293,0.000292,0.000272,0.000244,0.000235,0.000197,0.000206,0.000293,0.000309,0.000310,0.000307,0.000298,0.000280,0.000226,0.000200,0.000209,0.000229,0.074007,0.030836,0.006167,0.030836,0.006167,0.043171,0.018502,0.012335,0.012335,0.037004,0.024669,0.043171,0.012335,0.024669,0.024669,0.024669,0.018502,0.006167,0.012335,0.030836,0.015735,0.019422,0.017820,0.015251,0.017767,0.018219,0.017810,0.016670,0.013596,0.016911,0.017231,0.015354,0.017035,0.016276,0.018642,0.016080,0.016541,0.016451,0.016024,0.016691,0.019748,0.018568,0.017177,0.015016,0.012718,0.015442,0.013955,0.020438,0.020683,0.017348
seq5277,0.021374,0.000000,0.028498,0.014249,0.000000,0.049872,0.056997,0.028498,0.007125,0.028498,0.056997,0.035623,0.021374,0.021374,0.035623,0.028498,0.021374,0.000000,0.035623,0.078371,0.013066,0.013948,0.016205,0.015280,0.015025,0.014988,0.012560,0.012159,0.012652,0.013540,0.013085,0.013787,0.015680,0.015870,0.014423,0.014445,0.013722,0.015517,0.013816,0.013491,0.013209,0.013499,0.015858,0.015454,0.015467,0.015462,0.014091,0.014851,0.013348,0.015533,0.037142,0.000000,0.049523,0.024761,0.000000,0.086665,0.099046,0.049523,0.012381,0.049523,0.099046,0.061904,0.037142,0.037142,0.061904,0.049523,0.037142,0.000000,0.061904,0.136188,0.000342,0.000307,0.000347,0.000309,0.000291,0.000315,0.000376,0.000335,0.000357,0.000373,0.000311,0.000343,0.000304,0.000325,0.000298,0.000333,0.000314,0.000358,0.000255,0.000376,0.000280,0.000322,0.000353,0.000277,0.000304,0.000317,0.000255,0.000323,0.000274,0.000268,0.018412,0.000000,0.024549,0.012275,0.000000,0.042961,0.049098,0.024549,0.006137,0.024549,0.049098,0.030686,0.018412,0.018412,0.030686,0.024549,0.018412,0.000000,0.030686,0.067510,0.016073,0.016779,0.019998,0.019144,0.019452,0.018983,0.013094,0.013562,0.016415,0.015960,0.017071,0.017982,0.020904,0.019256,0.016492,0.018745,0.016523,0.017923,0.015456,0.015127,0.016652,0.015062,0.019835,0.017940,0.017234,0.015949,0.014273,0.016207,0.013541,0.017385
seq5278,0.110608,0.055304,0.015801,0.031602,0.039503,0.015801,0.015801,0.063205,0.007901,0.007901,0.031602,0.007901,0.023702,0.023702,0.055304,0.031602,0.007901,0.007901,0.007901,0.071105,0.010981,0.012075,0.011201,0.010412,0.013181,0.013685,0.011824,0.011873,0.011983,0.010575,0.013632,0.011012,0.012184,0.012256,0.014332,0.013404,0.011922,0.012618,0.012907,0.011202,0.012945,0.010539,0.013782,0.012028,0.012474,0.011781,0.013859,0.014039,0.011410,0.011839,0.173233,0.086616,0.024748,0.049495,0.061869,0.024748,0.024748,0.098990,0.012374,0.012374,0.049495,0.012374,0.037121,0.037121,0.086616,0.049495,0.012374,0.012374,0.012374,0.111364,0.000352,0.000304,0.000285,0.000296,0.000281,0.000287,0.000347,0.000286,0.000321,0.000275,0.000387,0.000328,0.000316,0.000346,0.000283,0.000380,0.000404,0.000345,0.000346,0.000342,0.000416,0.000365,0.000369,0.000335,0.000360,0.000396,0.000346,0.000281,0.000339,0.000383,0.094035,0.047018,0.013434,0.026867,0.033584,0.013434,0.013434,0.053734,0.006717,0.006717,0.026867,0.006717,0.020150,0.020150,0.047018,0.026867,0.006717,0.006717,0.006717,0.060451,0.015291,0.016117,0.014748,0.012832,0.016866,0.018350,0.014778,0.014662,0.015206,0.013665,0.017336,0.012422,0.013632,0.015094,0.017876,0.018358,0.014747,0.017126,0.018961,0.015293,0.014532,0.009743,0.018919,0.014578,0.011537,0.012340,0.018615,0.020209,0.013566,0.015255
